
870,Sione Pouha,NYJ,33,12,10,1.0,0,0,0,0,1,,,,,,20,9,
871,Jerrell Powe,KAN,25,9,0,,,,,,,,,,,,5,1,
872,Bilal Powell,NYJ,24,14,2,,,,,,,0,0,1,0,0,5,0,
873,Jerraud Powers,IND,25,8,8,,1,0,0,0,8,,,,,,33,7,
874,Matt Prater,DEN,28,16,0,,,,,,,,,,,,2,1,
875,Chris Prosinski,JAX,25,16,7,,1,6,0,4,4,,,,,,42,11,
876,Jordan Pugh,WAS,24,13,0,1.0,0,0,0,0,1,,,,,,11,2,
877,Glover Quin,HOU,26,16,16,1.0,2,22,0,22,14,2,0,0,0,0,65,20,
878,Brady Quinn,KAN,28,10,8,,,,,,,0,1,1,0,0,,,
879,Robert Quinn,STL,22,16,14,10.5,0,0,0,0,2,1,0,0,0,0,24,5,
880,Chilo Rachal,CHI,26,9,8,,,,,,,0,0,1,0,0,,,
881,Chris Rainey,PIT,24,16,0,,,,,,,0,4,1,0,0,,,
882,B.J. Raji,GNB,26,14,14,,0,0,0,0,2,,,,,,16,10,
883,Kheeston Randall,MIA,23,12,0,,,,,,,,,,,,6,2,
884,Rueben Randle,NYG,21,16,1,,,,,,,0,1,1,0,0,,,
885,Jay Ratliff,DAL,31,6,6,,0,0,0,0,1,,,,,,10,6,
886,Mistral Raymond,MIN,25,10,3,,0,0,0,0,1,,,,,,14,2,
887,Cory Redding,IND,32,14,14,2.0,0,0,0,0,4,0,0,1,0,0,22,14,
888,Brooks Reed,HOU,25,12,12,2.5,0,0,0,0,3,1,0,0,0,0,19,8,
889,Ed Reed*,BAL,34,16,16,,4,78,1,34,15,0,0,3,30,0,49,9,
890,Jacques Reeves,KAN,30,2,1,,,,,,,,,,,,4,0,
891,Darrelle Revis,NYJ,27,2,2,,1,1,0,1,3,0,0,1,0,0,8,3,
892,Vincent Rey,CIN,25,16,1,1.0,0,0,0,0,1,,,,,,16,6,
893,Kendall Reyes,SDG,23,16,4,5.5,0,0,0,0,1,,,,,,17,12,
894,Darius Reynaud,TEN,28,16,0,,,,,,,0,1,0,0,0,1,0,
895,Kerry Rhodes,ARI,30,15,15,1.0,4,39,0,30,11,2,0,0,0,0,58,9,
896,Barry Richardson,STL,26,16,16,,,,,,,1,0,0,0,0,,,
897,Sean Richardson,GNB,22,5,0,,,,,,,,,,,,0,1,
898,Trent Richardson,CLE,21,15,15,,,,,,,0,3,3,0,0,,,
899,Stevan Ridley,NWE,23,16,12,,,,,,,0,4,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
900,Perry Riley,WAS,24,16,16,3.5,0,0,0,0,7,1,0,1,0,0,70,55,
901,Mike Rivera,2TM,26,11,1,,,,,,,,,,,,6,3,
902,Keith Rivers,NYG,26,11,6,,0,0,0,0,1,0,0,1,0,0,29,9,
903,Philip Rivers,SDG,31,16,16,,,,,,,0,15,2,-8,0,2,0,
904,Nick Roach,CHI,27,16,14,1.5,0,0,0,0,4,1,0,1,0,0,51,15,
905,Craig Robertson,CLE,24,16,3,1.0,2,1,0,1,3,0,0,2,2,0,56,27,
906,Travian Robertson,ATL,24,8,1,,,,,,,,,,,,2,0,
907,Aldrick Robinson,WAS,24,15,2,,,,,,,,,,,,1,0,
908,Dunta Robinson,ATL,30,16,16,1.5,1,4,0,4,8,1,0,0,0,0,67,13,
909,Josh Robinson,MIN,21,16,6,,2,68,0,44,3,,,,,,49,3,
910,Keenan Robinson,WAS,23,11,0,,,,,,,,,,,,3,2,
911,Laurent Robinson,JAX,27,7,4,,,,,,,0,1,0,0,0,1,0,
912,Michael Robinson,SEA,29,16,6,,,,,,,1,0,0,0,0,7,3,
913,Patrick Robinson,NOR,25,16,16,1.0,3,99,1,99,18,1,0,0,0,0,53,11,
914,Brian Robison,MIN,29,15,15,8.5,0,0,0,0,7,3,0,1,0,0,26,11,
915,Courtney Roby,NOR,29,13,0,,,,,,,,,,,,8,2,
916,Saverio Rocca,WAS,39,16,0,,,,,,,,,,,,2,0,
917,Aaron Rodgers*,GNB,29,16,16,,,,,,,0,5,1,0,0,,,
918,Dominique Rodgers-Cromartie,PHI,26,16,16,,3,14,0,14,17,,,,,,43,8,
919,Ben Roethlisberger,PIT,30,13,13,,,,,,,0,6,3,-8,0,,,
920,Carlos Rogers,SFO,31,16,16,1.0,1,63,0,63,7,0,0,3,63,1,50,6,
921,Justin Rogers,BUF,24,16,1,,1,-1,0,-1,5,0,1,0,0,0,32,5,
922,Antrel Rolle,NYG,30,16,16,,2,42,0,22,5,1,0,1,0,0,73,23,
923,Brian Rolle,PHI,24,4,0,,,,,,,,,,,,4,0,
924,Tony Romo,DAL,32,16,16,,,,,,,0,6,2,-15,0,,,
925,Dante Rosario,SDG,28,13,2,,,,,,,0,1,1,0,0,5,0,
926,Aaron Ross,JAX,30,14,9,,0,0,0,0,3,,,,,,37,9,
927,Brandian Ross,OAK,23,14,1,,,,,,,,,,,,15,2,
928,Stanford Routt,2TM,29,9,7,,2,49,0,32,4,1,0,0,0,0,19,2,
929,Ahtyba Rubin,CLE,26,13,13,2.0,0,0,0,0,2,2,0,0,0,0,30,14,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
930,Frostee Rucker,CLE,29,16,16,4.0,0,0,0,0,1,1,0,0,0,0,29,19,
931,Kyle Rudolph*,MIN,23,16,16,,,,,,,,,,,,2,0,
932,Kevin Rutland,JAX,24,13,1,,,,,,,,,,,,9,1,
933,Barrett Ruud,2TM,29,12,1,1.0,0,0,0,0,2,,,,,,12,4,
934,Jon Ryan,SEA,31,16,0,,,,,,,0,1,1,-14,0,,,
935,DeMeco Ryans,PHI,28,16,16,1.0,1,0,0,0,4,,,,,,86,27,
936,Rodger Saffold,STL,24,10,10,,,,,,,0,0,1,0,0,,,
937,Brandon Saine,GNB,24,6,0,,,,,,,,,,,,0,1,
938,Asante Samuel,ATL,31,15,15,,5,110,1,79,18,,,,,,34,2,
939,Mark Sanchez,NYJ,26,15,15,,,,,,,0,14,3,-22,0,,,
940,James Sanders,ARI,29,15,0,,,,,,,0,0,1,93,1,13,6,
941,Jamarca Sanford,MIN,27,16,13,,0,0,0,0,5,4,0,1,0,0,47,14,
942,Tyler Sash,NYG,24,7,0,,,,,,,,,,,,5,3,
943,Jeff Saturday*,GNB,37,14,14,,,,,,,0,0,2,0,0,,,
944,Weslye Saunders,IND,23,11,4,,,,,,,,,,,,1,0,
945,Orlando Scandrick,DAL,25,11,3,,0,0,0,0,5,,,,,,16,5,
946,Brian Schaefering,DAL,29,3,0,,,,,,,,,,,,1,2,
947,Matt Schaub*,HOU,31,16,16,,,,,,,0,4,2,-2,0,,,
948,Tony Scheffler,DET,29,15,4,,,,,,,,,,,,1,0,
949,Chaz Schilens,NYJ,27,15,6,,,,,,,0,1,1,0,0,,,
950,Owen Schmitt,OAK,27,13,4,,,,,,,,,,,,0,1,
951,O'Brien Schofield,ARI,25,9,9,4.0,,,,,,,,,,,26,8,
952,Mitchell Schwartz,CLE,23,16,16,,,,,,,0,0,1,0,0,,,
953,Josh Scobee,JAX,30,16,0,,,,,,,,,,,,2,0,
954,Bart Scott,NYJ,32,15,13,2.5,1,11,0,11,1,0,0,1,38,0,36,24,
955,Bryan Scott,BUF,31,16,1,,4,66,1,32,8,1,0,2,8,0,47,19,
956,Da'Rel Scott,NYG,24,4,0,,,,,,,,,,,,2,0,
957,Jake Scott,PHI,31,7,7,,,,,,,0,0,1,0,0,,,
958,Jonathan Scott,CHI,29,12,7,,,,,,,0,0,2,0,0,,,
959,Trevor Scott,NWE,28,14,2,3.0,,,,,,1,0,0,0,0,5,6,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
960,Greg Scruggs,SEA,22,11,0,2.0,0,0,0,0,1,,,,,,5,1,
961,Da'Norris Searcy,BUF,24,15,0,,0,0,0,0,1,2,0,0,0,0,26,13,
962,George Selvie,JAX,25,9,0,1.0,,,,,,,,,,,10,5,
963,Jordan Senn,CAR,28,16,0,,,,,,,,,,,,7,2,
964,Coty Sensabaugh,TEN,24,16,3,,0,0,0,0,3,,,,,,19,7,
965,Gerald Sensabaugh,DAL,29,15,15,,0,0,0,0,3,1,0,0,0,0,42,16,
966,Richard Seymour,OAK,33,8,8,3.0,0,0,0,0,1,0,0,1,0,0,12,3,
967,Scott Shanle,NOR,33,7,6,0.5,0,0,0,0,1,,,,,,12,9,
968,Darryl Sharpton,HOU,24,7,5,,1,-2,0,-2,2,0,0,1,0,0,15,12,
969,Matt Shaughnessy,OAK,26,16,16,3.5,,,,,,,,,,,25,6,
970,Tim Shaw,TEN,28,16,2,,,,,,,1,0,0,0,0,30,14,
971,Jabaal Sheard,CLE,23,16,16,7.0,0,0,0,0,3,1,0,0,0,0,38,17,
972,Derrick Shelby,MIA,23,16,0,,,,,,,,,,,,7,1,
973,Kelvin Sheppard,BUF,24,16,15,2.0,0,0,0,0,1,,,,,,56,24,
974,Marcus Sherels,MIN,25,16,0,,0,0,0,0,1,0,1,1,0,0,7,2,
975,Anthony Sherman,ARI,24,14,4,,,,,,,1,0,1,11,0,7,1,
976,Richard Sherman+,SEA,24,16,16,1.0,8,57,1,29,24,3,0,1,0,0,53,11,
977,Sam Shields,GNB,25,10,8,1.0,3,32,0,32,10,0,1,1,0,0,22,4,
978,Lawrence Sidbury,ATL,26,10,0,,,,,,,,,,,,0,1,
979,Amini Silatolu,CAR,24,15,15,,,,,,,0,0,1,0,0,,,
980,Brandon Siler,KAN,27,16,4,,,,,,,1,0,0,0,0,17,2,
981,Sealver Siliga,DEN,22,1,0,,,,,,,,,,,,1,0,
982,Mana Silva,2TM,24,10,0,,,,,,,,,,,,2,0,
983,Ricardo Silva,DET,24,10,6,,1,26,0,26,3,0,0,1,0,0,28,9,
984,Jerome Simpson,MIN,26,12,10,,,,,,,0,2,1,0,0,,,
985,David Sims,PHI,26,15,1,,0,0,0,0,1,,,,,,6,2,
986,Ernie Sims,DAL,28,10,6,1.0,0,0,0,0,1,,,,,,27,17,
987,Eugene Sims,STL,26,13,2,3.0,1,5,0,5,1,,,,,,14,5,
988,Pat Sims,CIN,27,8,0,,1,3,0,3,1,,,,,,12,5,
989,John Skelton,ARI,24,7,6,,,,,,,0,4,2,-1,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
990,Buster Skrine,CLE,23,16,6,,0,0,0,0,11,0,0,1,0,0,72,13,
991,Dan Skuta,CIN,26,16,0,,0,0,0,0,1,,,,,,15,11,
992,Matt Slater*,NWE,27,16,0,,,,,,,,,,,,1,0,
993,Aldon Smith*+,SFO,23,16,16,19.5,1,6,0,6,1,3,0,0,0,0,50,16,
994,Alex Smith,SFO,28,10,9,,,,,,,0,3,2,0,0,,,
995,Alfonso Smith,ARI,25,11,0,,,,,,,,,,,,3,0,
996,Alphonso Smith,DET,27,4,0,,0,0,0,0,2,,,,,,7,1,
997,Andre Smith,CIN,25,16,16,,,,,,,0,0,1,0,0,,,
998,Antonio Smith,HOU,31,16,16,7.0,0,0,0,0,3,2,0,1,0,0,22,8,
999,Brad Smith,BUF,29,15,2,,,,,,,0,1,1,-15,0,9,3,
1000,D'Anthony Smith,JAX,24,8,2,,,,,,,,,,,,5,4,
1001,D.J. Smith,GNB,23,6,6,2.0,0,0,0,0,4,,,,,,29,10,
1002,Daryl Smith,JAX,30,10,0,,,,,,,,,,,,5,1,
1003,Eric Smith,NYJ,29,12,2,,1,5,0,5,4,0,0,1,0,0,12,4,
1004,Harrison Smith,MIN,23,16,16,1.0,3,87,2,56,11,1,0,1,0,0,69,28,
1005,Jimmy Smith,BAL,24,12,2,,0,0,0,0,3,,,,,,30,4,
1006,Justin Smith*,SFO,33,14,14,3.0,0,0,0,0,2,0,0,1,0,0,47,19,
1007,Kevin Smith,DET,26,13,2,,,,,,,,,,,,2,0,
1008,Lee Smith,BUF,25,16,7,,,,,,,,,,,,1,0,
1009,Malcolm Smith,SEA,23,16,3,,0,0,0,0,2,0,0,1,0,1,12,10,
1010,Sean Smith,MIA,25,16,16,,2,31,0,31,12,3,0,0,0,0,53,6,
1011,Shaun Smith,KAN,31,8,0,,,,,,,,,,,,9,2,
1012,Steve Smith,CAR,33,16,16,,,,,,,0,1,0,0,0,2,0,
1013,Torrey Smith,BAL,23,16,16,,,,,,,,,,,,1,0,
1014,Will Smith,NOR,31,16,16,6.0,0,0,0,0,2,,,,,,33,25,
1015,Willie Smith,OAK,26,9,7,,,,,,,0,0,1,0,0,,,
1016,Jason Snelling,ATL,29,16,2,,,,,,,0,1,0,0,0,7,0,
1017,Nate Solder,NWE,24,16,16,,,,,,,0,0,1,0,0,1,0,
1018,Paul Soliai,MIA,29,16,16,1.5,0,0,0,0,2,0,0,1,0,0,18,11,
1019,Scott Solomon,TEN,24,13,0,,,,,,,,,,,,1,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1020,Isaac Sopoaga,SFO,31,15,9,1.0,,,,,,,,,,,21,6,
1021,Matt Spaeth,CHI,29,16,8,,,,,,,,,,,,1,0,
1022,Marcus Spears,DAL,29,15,6,1.0,0,0,0,0,1,,,,,,7,18,
1023,Anthony Spencer*,DAL,28,14,14,11.0,0,0,0,0,3,2,0,1,0,0,55,40,
1024,Chris Spencer,CHI,30,12,5,,,,,,,0,0,1,0,0,,,
1025,Shawntae Spencer,OAK,30,2,2,,,,,,,,,,,,3,0,
1026,Amari Spievey,DET,24,5,2,,,,,,,,,,,,15,3,
1027,Brandon Spikes,NWE,25,15,14,1.0,0,0,0,0,7,4,0,0,0,0,56,35,
1028,Takeo Spikes,SDG,36,16,16,0.5,0,0,0,0,1,2,0,0,0,0,53,25,
1029,C.J. Spillman,SFO,26,16,0,,,,,,,0,0,1,0,0,3,0,
1030,Austin Spitler,MIA,26,15,0,,,,,,,,,,,,2,0,
1031,Micheal Spurlock,2TM,29,14,1,,,,,,,0,1,0,0,0,1,1,
1032,Matthew Stafford,DET,24,16,16,,,,,,,0,6,2,-7,0,,,
1033,Joe Staley*,SFO,28,16,16,,,,,,,0,0,1,0,0,,,
1034,Julian Stanford,JAX,22,16,6,,,,,,,0,0,1,0,0,14,3,
1035,R.J. Stanford,MIA,24,16,0,,,,,,,,,,,,16,5,
1036,Max Starks,PIT,30,16,16,,,,,,,0,1,1,0,0,,,
1037,Randy Starks*,MIA,29,16,16,4.5,1,4,0,4,4,,,,,,18,9,
1038,Craig Steltz,CHI,26,13,0,,,,,,,1,0,0,0,0,5,1,
1039,Emmanuel Stephens,CLE,25,8,0,1.0,,,,,,1,0,0,0,0,8,1,
1040,Darian Stewart,STL,24,12,0,,,,,,,,,,,,6,0,
1041,Jonathan Stewart,CAR,25,9,6,,,,,,,0,2,1,0,0,,,
1042,Devon Still,CIN,23,8,0,0.5,,,,,,1,0,0,0,0,5,9,
1043,Luke Stocker,TAM,24,16,11,,,,,,,,,,,,2,0,
1044,Darrell Stuckey,SDG,25,12,0,,,,,,,2,0,2,5,0,,,
1045,Andy Studebaker,KAN,27,16,1,,,,,,,,,,,,3,1,
1046,Terrell Suggs,BAL,30,8,8,2.0,0,0,0,0,4,,,,,,17,5,
1047,Ndamukong Suh*,DET,25,16,16,8.0,0,0,0,0,2,,,,,,25,10,
1048,Shaun Suisham,PIT,31,16,0,,,,,,,,,,,,1,1,
1049,Aqib Talib,2TM,26,10,9,,2,59,1,59,9,0,0,1,0,0,33,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1050,Ronald Talley,ARI,26,3,1,1.0,0,0,0,0,1,,,,,,5,3,
1051,Ryan Tannehill,MIA,24,16,16,,,,,,,0,9,1,0,0,,,
1052,Darryl Tapp,PHI,28,13,0,0.5,,,,,,0,0,1,4,0,13,4,
1053,Jeff Tarpinian,NWE,25,3,0,,,,,,,,,,,,1,0,
1054,Brandon Tate,CIN,25,16,3,,,,,,,0,4,2,0,0,,,
1055,Golden Tate,SEA,24,15,15,,,,,,,0,1,1,4,0,,,
1056,Brandon Taylor,SDG,22,4,1,0.5,,,,,,,,,,,3,2,
1057,Ike Taylor,PIT,32,12,12,,1,3,0,3,13,,,,,,25,7,
1058,Phil Taylor,CLE,24,8,7,1.0,,,,,,0,0,1,0,0,12,2,
1059,Ryan Taylor,GNB,25,16,1,,,,,,,,,,,,6,2,
1060,Daniel Te'o-Nesheim,TAM,26,16,14,4.0,,,,,,,,,,,24,16,
1061,Martin Tevaseu,IND,25,13,2,,0,0,0,0,1,,,,,,7,5,
1062,Marcus Thigpen,MIA,26,16,0,,,,,,,0,1,1,0,0,1,1,
1063,Bryan Thomas,NYJ,33,12,10,2.5,0,0,0,0,1,,,,,,18,6,
1064,Cam Thomas,SDG,26,16,3,,,,,,,,,,,,14,7,
1065,Daniel Thomas,MIA,25,12,0,,,,,,,0,3,1,0,0,,,
1066,Earl Thomas*+,SEA,23,16,16,,3,80,1,57,9,1,0,1,0,0,42,24,
1067,J.T. Thomas,CHI,24,16,0,,,,,,,1,0,0,0,0,3,2,
1068,Joe Thomas*,CLE,28,16,16,,,,,,,0,0,1,0,0,,,
1069,Josh Thomas,CAR,23,16,4,,0,0,0,0,7,0,0,1,4,0,27,8,
1070,Juqua Thomas,CLE,34,16,0,6.0,,,,,,2,0,1,0,0,18,6,
1071,Pierre Thomas,NOR,28,15,4,,,,,,,0,0,1,0,0,,,
1072,Brandon Thompson,CIN,23,3,0,,,,,,,,,,,,1,0,
1073,Cedric Thornton,PHI,24,16,0,1.0,,,,,,0,1,0,0,0,19,8,
1074,Neiko Thorpe,KAN,22,9,0,,,,,,,,,,,,4,0,
1075,Walter Thurmond,SEA,25,2,1,,,,,,,,,,,,3,0,
1076,Charles Tillman*+,CHI,31,16,16,,3,71,3,36,16,10,0,2,0,0,74,12,
1077,Lawrence Timmons,PIT,26,16,16,6.0,3,80,1,53,5,2,0,1,1,0,75,31,
1078,Matt Toeaina,CHI,28,3,2,,,,,,,,,,,,2,2,
1079,Mike Tolbert,CAR,27,16,5,,,,,,,0,0,1,0,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1080,Greg Toler,ARI,27,12,2,,2,102,1,102,9,,,,,,25,1,
1081,Dave Tollefson,OAK,31,15,0,0.5,,,,,,,,,,,6,2,
1082,Anthony Toribio,KAN,27,11,0,,,,,,,,,,,,4,1,
1083,Adrian Tracy,NYG,25,16,0,1.0,,,,,,1,0,0,0,0,5,2,
1084,Danny Trevathan,DEN,22,16,0,1.0,0,0,0,0,3,,,,,,21,9,
1085,Isaiah Trufant,NYJ,30,9,1,,0,0,0,0,2,,,,,,9,1,
1086,Marcus Trufant,SEA,32,12,2,,0,0,0,0,2,1,0,1,0,0,24,10,
1087,Jason Trusnik,MIA,28,16,2,,,,,,,,,,,,17,8,
1088,Justin Tryon,NYG,28,16,0,,,,,,,0,0,1,0,0,5,1,
1089,Justin Tuck,NYG,29,15,14,4.0,0,0,0,0,1,,,,,,27,18,
1090,Will Tukuafu,SFO,28,14,0,,,,,,,,,,,,3,2,
1091,Stephen Tulloch,DET,27,16,16,0.5,0,0,0,0,6,1,0,2,0,0,74,38,
1092,Robert Turbin,SEA,23,16,0,,,,,,,0,0,1,0,0,1,0,
1093,Michael Turner,ATL,30,16,16,,,,,,,0,3,1,0,0,,,
1094,Robert Turner,STL,28,16,16,,,,,,,0,0,1,0,0,,,
1095,DeAngelo Tyson,BAL,23,10,2,,0,0,0,0,2,,,,,,3,9,
1096,Osi Umenyiora,NYG,31,16,4,6.0,0,0,0,0,1,2,0,0,0,0,28,15,
1097,Mitch Unrein,DEN,25,16,2,,,,,,,0,0,1,0,0,12,8,
1098,Courtney Upshaw,BAL,23,16,9,1.5,0,0,0,0,2,1,0,2,5,0,34,21,
1099,Brian Urlacher,CHI,34,12,12,,1,46,1,46,7,2,0,2,4,0,53,15,
1100,DeMarcus Van Dyke,PIT,23,9,0,,,,,,,,,,,,1,2,
1101,Kyle Vanden Bosch,DET,34,16,16,3.5,0,0,0,0,1,,,,,,28,8,1
1102,Cassius Vaughn,IND,25,16,11,,1,3,1,3,9,,,,,,58,8,
1103,Raymond Ventrone,CLE,26,12,0,,,,,,,,,,,,4,2,
1104,Shane Vereen,NWE,23,13,1,,,,,,,0,1,0,0,0,1,0,
1105,Alterraun Verner,TEN,24,16,16,,2,11,0,11,9,1,0,1,72,1,59,18,
1106,Olivier Vernon,MIA,22,16,0,3.5,,,,,,1,0,0,0,0,18,5,
1107,Michael Vick,PHI,32,10,10,,,,,,,0,11,3,-25,0,2,1,
1108,Lawrence Vickers,DAL,29,16,6,,,,,,,,,,,,2,1,
1109,Kevin Vickerson,DEN,29,16,14,2.0,0,0,0,0,1,1,0,0,0,0,28,12,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1110,Josh Victorian,PIT,24,4,1,,0,0,0,0,2,,,,,,9,0,
1111,Jonathan Vilma,NOR,30,11,10,1.0,1,18,1,18,2,,,,,,20,17,
1112,Trevin Wade,CLE,23,13,0,,0,0,0,0,1,,,,,,8,3,
1113,Bobby Wagner,SEA,22,16,15,2.0,3,55,0,45,4,,,,,,85,54,
1114,Cameron Wake*+,MIA,30,16,16,15.0,0,0,0,0,1,3,0,0,0,0,38,15,
1115,Erik Walden,GNB,27,15,9,3.0,2,22,0,20,4,,,,,,27,19,
1116,Delanie Walker,SFO,28,16,4,,,,,,,0,1,0,0,0,5,1,
1117,Reggie Walker,ARI,26,15,0,,0,0,0,0,2,,,,,,13,1,
1118,Vance Walker,ATL,25,16,9,3.0,,,,,,1,0,0,0,0,21,11,
1119,Mike Wallace,PIT,26,15,14,,,,,,,0,2,1,0,0,3,0,
1120,Darrin Walls,NYJ,24,6,1,,0,0,0,0,1,,,,,,2,0,
1121,Kevin Walter,HOU,31,16,14,,,,,,,,,,,,1,0,
1122,Anthony Walters,CHI,24,16,1,,,,,,,0,0,1,0,0,8,0,
1123,T.J. Ward,CLE,26,14,14,1.0,1,37,0,37,4,3,0,0,0,0,50,18,
1124,DeMarcus Ware*,DAL,30,16,16,11.5,,,,,,5,0,1,0,0,33,23,
1125,Ty Warren,DEN,31,1,1,,,,,,,,,,,,1,0,
1126,Daryl Washington*,ARI,26,16,16,9.0,1,7,0,7,2,2,0,1,3,0,108,26,
1127,Leon Washington*,SEA,30,16,0,,,,,,,0,2,1,0,0,,,
1128,Nate Washington,TEN,29,16,14,,,,,,,0,1,0,0,0,2,0,
1129,Danny Watkins,PHI,28,11,6,,,,,,,0,0,1,0,0,,,
1130,Dekoda Watson,TAM,24,16,0,,,,,,,0,0,2,0,0,3,0,
1131,J.J. Watt*+,HOU,23,16,16,20.5,0,0,0,0,16,4,0,2,7,0,69,12,
1132,Reggie Wayne*,IND,34,16,15,,,,,,,0,1,1,0,0,6,0,
1133,Steve Weatherford,NYG,30,16,0,,,,,,,,,,,,2,0,
1134,Sean Weatherspoon,ATL,25,13,13,3.0,1,6,0,6,4,1,0,1,0,0,70,25,
1135,Lardarius Webb,BAL,27,6,6,,1,8,0,8,6,1,0,1,0,0,24,1,
1136,Corey Webster,NYG,30,16,16,,4,45,0,38,13,,,,,,52,6,
1137,Eric Weddle,SDG,27,16,16,1.0,3,52,1,23,9,2,3,2,0,0,83,14,
1138,Brandon Weeden,CLE,29,15,15,,,,,,,0,6,2,-3,0,,,
1139,Eric Weems,CHI,27,16,1,,,,,,,0,1,3,1,0,5,3,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1140,Wes Welker*,NWE,31,16,12,,,,,,,0,3,0,0,0,2,0,
1141,John Wendling,DET,29,16,3,,,,,,,,,,,,23,6,
1142,Jamaal Westerman,2TM,27,9,0,1.0,,,,,,,,,,,3,0,
1143,Ryan Whalen,CIN,23,9,0,,,,,,,,,,,,1,4,
1144,Philip Wheeler,OAK,28,16,16,3.0,0,0,0,0,6,2,0,1,0,0,78,31,
1145,Guy Whimper,JAX,29,16,6,,,,,,,0,0,1,0,0,,,
1146,Chris White,BUF,23,15,0,,,,,,,,,,,,9,2,
1147,Corey White,NOR,22,10,4,,1,0,0,0,3,,,,,,22,6,
1148,Johnny White,2TM,24,7,0,,,,,,,,,,,,1,0,
1149,Roddy White,ATL,31,16,15,,,,,,,0,1,1,0,0,1,0,
1150,Tracy White,NWE,31,11,1,,0,0,0,0,1,,,,,,7,4,
1151,Tahir Whitehead,DET,22,14,0,,,,,,,1,0,0,0,0,,,
1152,Donte Whitner*,SFO,27,16,16,,1,42,1,42,5,2,0,1,0,0,62,21,
1153,Kyle Wilber,DAL,23,10,0,,,,,,,,,,,,1,1,
1154,Vince Wilfork*+,NWE,31,16,16,3.0,0,0,0,0,6,3,0,4,2,0,29,19,
1155,Michael Wilhoite,SFO,26,5,0,,,,,,,,,,,,1,0,
1156,Muhammad Wilkerson,NYJ,23,16,15,5.0,0,0,0,0,4,3,0,1,21,1,36,33,
1157,Aaron Williams,BUF,22,11,10,,0,0,0,0,7,1,0,0,0,0,24,8,
1158,Cary Williams,BAL,28,16,16,1.0,4,90,1,63,17,,,,,,67,8,
1159,Corey Williams,DET,32,7,5,2.0,,,,,,1,0,0,0,0,5,4,
