
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1170,Jeff Saturday*,IND,35,16,16,,,,,,,0,0,1,0,0,,,
1171,Bo Scaife,TEN,29,14,13,,,,,,,0,2,1,0,0,,,
1172,Orlando Scandrick,DAL,23,16,3,2.5,1,40,1,40,8,,,,,,40,5,
1173,Brian Schaefering,CLE,27,16,9,,,,,,,,,,,,24,7,
1174,Matt Schaub,HOU,29,16,16,,,,,,,0,9,1,-15,0,1,0,
1175,Tony Scheffler,DET,27,15,4,,,,,,,0,1,0,0,0,2,0,
1176,Shann Schillinger,ATL,24,15,0,,,,,,,,,,,,0,2,
1177,Owen Schmitt,PHI,25,15,5,,,,,,,0,0,1,0,0,1,0,
1178,O'Brien Schofield,ARI,23,10,0,2.0,0,0,0,0,1,1,0,0,0,0,5,0,
1179,Nick Schommer,TEN,24,13,0,,,,,,,,,,,,,,1
1180,Geoff Schwartz,CAR,24,16,16,,,,,,,0,0,1,0,0,2,0,
1181,Mike Scifres,SDG,30,16,0,,,,,,,0,1,1,0,0,2,0,
1182,Josh Scobee,JAX,28,16,0,,,,,,,,,,,,2,0,
1183,Bart Scott,NYJ,30,16,16,1.0,0,0,0,0,2,1,0,1,0,0,59,22,
1184,Bernard Scott,CIN,26,16,0,,,,,,,0,2,0,0,0,1,0,
1185,Bryan Scott,BUF,29,15,1,3.0,0,0,0,0,5,1,1,2,17,0,28,11,
1186,Darell Scott,STL,24,9,0,,,,,,,,,,,,14,4,
1187,Darrion Scott,WAS,29,2,0,,,,,,,,,,,,1,1,
1188,Jake Scott,TEN,29,16,16,,,,,,,,,,,,3,0,
1189,Trevor Scott,OAK,26,10,10,1.5,0,0,0,0,1,,,,,,12,8,
1190,Mike Sellers,WAS,35,16,8,,,,,,,1,0,0,0,0,12,2,
1191,George Selvie,STL,23,16,0,1.5,,,,,,,,,,,13,6,
1192,Andrew Sendejo,DAL,23,2,0,,,,,,,,,,,,0,1,
1193,Lyle Sendlein,ARI,26,16,16,,,,,,,0,2,2,-3,0,2,0,
1194,Jordan Senn,CAR,26,14,0,,,,,,,,,,,,10,5,
1195,Gerald Sensabaugh,DAL,27,16,14,2.0,5,26,0,10,10,,,,,,59,12,
1196,Daniel Sepulveda,PIT,26,12,0,,,,,,,,,,,,1,0,
1197,Clint Session,IND,26,5,5,1.0,0,0,0,0,1,,,,,,31,7,
1198,Rich Seubert,NYG,31,16,16,,,,,,,0,1,2,-13,0,1,0,
1199,Richard Seymour*,OAK,31,13,13,5.5,0,0,0,0,2,0,0,1,13,0,36,12,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1200,Scott Shanle,NOR,31,14,14,,0,0,0,0,2,1,0,1,0,0,55,21,
1201,Darren Sharper,NOR,35,8,1,,0,0,0,0,1,0,0,1,11,0,11,5,
1202,Darryl Sharpton,HOU,22,12,6,1.0,,,,,,,,,,,13,11,
1203,Matt Shaughnessy,OAK,24,16,8,7.0,0,0,0,0,1,2,0,0,0,0,43,13,
1204,Tim Shaw,TEN,26,16,1,,,,,,,1,0,1,0,0,21,8,
1205,Lito Sheppard,MIN,29,13,2,,0,0,0,0,4,,,,,,15,3,
1206,Malcolm Sheppard,2TM,22,4,0,,,,,,,,,,,,4,1,
1207,Visanthe Shiancoe,MIN,30,16,9,,,,,,,,,,,,1,0,
1208,Sam Shields,GNB,23,14,6,,2,0,0,0,3,,,,,,24,4,
1209,Jordan Shipley,CIN,25,15,4,,,,,,,,,,,,1,0,
1210,Jeremy Shockey,NOR,30,13,11,,,,,,,,,,,,1,0,
1211,Mickey Shuler,MIA,24,6,2,,,,,,,,,,,,1,0,
1212,Junior Siavii,SEA,32,14,6,,0,0,0,0,2,,,,,,24,6,
1213,Brandon Siler,SDG,25,12,5,1.0,1,0,0,0,2,,,,,,34,10,1
1214,Mark Simoneau,KAN,33,1,0,,,,,,,,,,,,1,0,
1215,Ernie Sims,PHI,26,15,15,2.0,0,0,0,0,5,1,0,1,0,0,48,7,
1216,Eugene Sims,STL,24,9,0,,0,0,0,0,1,0,0,1,0,0,4,2,1
1217,Pat Sims,CIN,25,14,8,2.5,0,0,0,0,1,,,,,,19,12,
1218,Rob Sims,DET,27,16,16,,,,,,,,,,,,2,0,
1219,Ryan Sims,TAM,30,6,1,,,,,,,,,,,,3,1,
1220,Mike Sims-Walker,JAX,26,14,13,,,,,,,0,1,0,0,0,3,0,
1221,Clint Sintim,NYG,24,13,1,,,,,,,,,,,,1,6,
1222,John Skelton,ARI,22,5,4,,,,,,,0,3,1,-14,0,1,0,
1223,Dan Skuta,CIN,24,16,1,,,,,,,1,0,0,0,0,11,5,
1224,Matt Slater,NWE,25,15,0,,,,,,,,,,,,0,1,
1225,Steve Slaton,HOU,24,12,1,,,,,,,,,,,,2,0,
1226,Matt Slauson,NYJ,24,16,16,,,,,,,,,,,,2,0,
1227,Aaron Smith,PIT,34,6,6,,,,,,,,,,,,7,8,
1228,Alex Smith,CLE,28,3,1,,,,,,,,,,,,1,0,
1229,Alphonso Smith,DET,25,12,10,,5,48,1,42,8,1,1,1,9,0,30,9,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1230,Andre Smith,CIN,23,7,4,,,,,,,,,,,,2,0,
1231,Anthony Smith,2TM,27,7,3,,1,47,0,47,1,,,,,,19,3,
1232,Antone Smith,ATL,25,9,0,,,,,,,,,,,,0,1,
1233,Antonio Smith,HOU,29,16,16,4.0,0,0,0,0,2,1,0,0,0,0,23,15,
1234,Brad Smith,NYJ,27,16,2,,,,,,,0,1,0,0,0,12,2,
1235,Clifton Smith,2TM,25,4,0,,,,,,,0,1,1,0,0,,,
1236,Daryl Smith,JAX,28,16,16,3.5,1,8,0,8,5,1,0,0,0,0,75,22,
1237,Eric Smith,NYJ,27,13,6,1.0,0,0,0,0,2,,,,,,44,10,
1238,Hunter Smith,WAS,33,9,0,,,,,,,,,,,,1,0,
1239,Jason Smith,STL,24,15,15,,,,,,,,,,,,2,0,
1240,Justin Smith*,SFO,31,16,16,8.5,0,0,0,0,1,1,0,0,0,0,57,13,
1241,Kevin Smith,DET,24,6,0,,,,,,,0,0,1,0,0,1,0,
1242,Marcus Smith,BAL,25,14,0,,,,,,,,,,,,3,1,
1243,Reggie Smith,SFO,24,16,7,,1,20,0,20,3,,,,,,38,4,
1244,Robaire Smith,CLE,33,5,5,,,,,,,,,,,,13,12,
1245,Sean Smith,MIA,23,15,8,,1,18,0,18,9,,,,,,43,8,
1246,Shaun Smith,KAN,29,16,10,1.0,,,,,,,,,,,30,26,
1247,Steve Smith,CAR,31,14,14,,,,,,,0,3,1,0,0,4,0,
1248,Steve Smith,NYG,25,9,7,,,,,,,,,,,,1,0,
1249,Taj Smith,IND,27,5,0,,,,,,,1,0,1,0,0,0,1,
1250,Troy Smith,SFO,26,6,6,,,,,,,0,6,3,-6,0,1,0,
1251,Wade Smith,HOU,29,16,16,,,,,,,0,0,1,0,0,1,0,
1252,Will Smith,NOR,29,15,15,5.5,1,4,0,4,5,1,1,0,0,0,34,5,
1253,Chris Snee*,NYG,28,16,16,,,,,,,,,,,,3,0,
1254,Jason Snelling,ATL,27,14,0,,,,,,,0,2,0,0,0,4,0,
1255,Adam Snyder,SFO,28,15,2,,,,,,,0,0,1,0,0,1,0,
1256,Paul Soliai,MIA,27,16,14,2.0,0,0,0,0,2,0,0,1,0,0,33,6,
1257,Isaac Sopoaga,SFO,29,16,16,1.5,0,0,0,0,2,,,,,,17,8,
1258,Nick Sorensen,CLE,32,15,0,,,,,,,0,0,1,0,0,10,4,
1259,Matt Spaeth,PIT,27,14,13,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1260,Marcus Spears,DAL,27,8,7,,,,,,,,,,,,11,8,
1261,Anthony Spencer,DAL,26,16,16,5.0,0,0,0,0,2,2,0,1,0,0,52,11,
1262,Chris Spencer,SEA,28,16,16,,,,,,,,,,,,1,0,
1263,Shawntae Spencer,SFO,28,16,16,0.5,3,0,0,0,9,1,0,1,0,0,38,4,
1264,Amari Spievey,DET,22,15,9,,2,35,0,26,3,,,,,,33,14,
1265,Brandon Spikes,NWE,23,12,8,,1,5,0,5,3,,,,,,36,23,
1266,Takeo Spikes,SFO,34,16,16,,3,9,0,6,9,0,0,1,8,0,82,27,
1267,C.J. Spiller,BUF,23,14,1,,,,,,,0,5,0,0,0,1,0,
1268,Darren Sproles,SDG,27,16,3,,,,,,,0,3,0,0,0,1,0,
1269,Micheal Spurlock,TAM,27,16,1,,,,,,,0,2,1,0,0,1,0,
1270,John St. Clair,CLE,33,11,10,,,,,,,0,0,1,0,0,1,0,
1271,Joe Staley,SFO,26,9,9,,,,,,,,,,,,1,0,
1272,Donte' Stallworth,BAL,30,8,0,,,,,,,0,1,0,0,0,1,0,
1273,Drew Stanton,DET,26,6,3,,,,,,,0,3,1,0,0,,,
1274,Randy Starks*,MIA,27,16,16,3.0,0,0,0,0,3,0,0,1,0,0,26,4,
1275,LaRod Stephens-Howling,ARI,23,13,2,,,,,,,0,0,1,0,0,,,
1276,Jerramy Stevens,TAM,31,5,1,,,,,,,,,,,,1,0,
1277,Darian Stewart,STL,22,13,0,1.0,0,0,0,0,2,0,0,1,0,0,13,1,
1278,David Stewart,TEN,28,16,16,,,,,,,,,,,,1,0,
1279,Jonathan Stewart,CAR,23,14,7,,,,,,,0,4,0,0,0,1,0,
1280,Jon Stinchcomb,NOR,31,16,16,,,,,,,0,0,1,0,0,3,0,
1281,Clint Stitser,CIN,25,16,0,,,,,,,,,,,,1,1,
1282,Brandon Stokley,SEA,34,11,0,,,,,,,,,,,,2,0,
1283,Maurice Stovall,TAM,25,12,1,,,,,,,,,,,,6,1,
1284,Donald Strickland,SDG,30,16,0,1.0,0,0,0,0,2,1,0,0,0,0,19,4,
1285,Marcus Stroud,BUF,32,15,14,3.0,0,0,0,0,1,1,0,0,0,0,29,20,
1286,Sammie Stroughter,TAM,24,12,4,,,,,,,0,1,0,0,0,1,1,
1287,Chansi Stuckey,CLE,27,16,5,,,,,,,0,3,0,0,0,3,0,
1288,Andy Studebaker,KAN,25,16,0,2.5,0,0,0,0,1,,,,,,11,7,
1289,Jonathan Stupar,BUF,26,16,3,,,,,,,0,1,0,0,0,4,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1290,Terrell Suggs*,BAL,28,16,16,11.0,0,0,0,0,2,2,0,0,0,0,53,15,
1291,Ndamukong Suh*+,DET,23,16,16,10.0,1,20,0,20,3,1,0,1,17,1,48,17,
1292,Shaun Suisham,PIT,29,16,0,,,,,,,,,,,,1,1,
1293,John Sullivan,MIN,25,14,14,,,,,,,0,2,0,-14,0,2,0,
1294,Nick Sundberg,WAS,23,16,0,,,,,,,,,,,,1,1,
1295,Tyrell Sutton,CAR,24,9,0,,,,,,,,,,,,0,4,
1296,Brett Swain,GNB,25,16,1,,,,,,,,,,,,2,1,
1297,Stevenson Sylvester,PIT,22,16,0,,,,,,,1,0,0,0,0,3,1,
1298,Aqib Talib,TAM,24,11,11,,6,91,1,45,11,,,,,,38,1,
1299,Jacob Tamme,IND,25,16,8,,,,,,,,,,,,3,1,
1300,Darryl Tapp,PHI,26,14,1,3.0,0,0,0,0,5,0,0,3,0,0,26,1,
1301,Golden Tate,SEA,22,11,0,,,,,,,0,1,1,0,0,,,
1302,Lofa Tatupu,SEA,28,16,16,1.0,1,26,1,26,8,1,0,0,0,0,58,30,
1303,Chester Taylor,CHI,31,16,1,,,,,,,,,,,,1,0,
1304,Ike Taylor,PIT,30,16,15,1.0,2,9,0,9,10,1,0,0,0,0,52,14,
1305,Jason Taylor,NYJ,36,16,5,5.0,0,0,0,0,6,2,0,2,0,0,25,11,1
1306,Daniel Te'o-Nesheim,PHI,24,6,1,1.0,,,,,,,,,,,2,0,
1307,Quinton Teal,SDG,26,13,0,,,,,,,,,,,,11,1,
1308,Tim Tebow,DEN,23,9,3,,,,,,,0,1,1,-1,0,,,
1309,Craig Terrill,SEA,30,12,1,,0,0,0,0,1,,,,,,4,6,
1310,Tyler Thigpen,MIA,26,5,1,,,,,,,0,1,1,-9,0,,,
1311,Bryan Thomas,NYJ,31,16,12,6.0,0,0,0,0,1,1,0,1,16,0,31,8,
1312,Cam Thomas,SDG,24,6,0,2.0,,,,,,,,,,,7,0,
1313,David Thomas,NOR,27,13,8,,,,,,,0,0,1,0,0,2,0,
1314,Demaryius Thomas,DEN,23,10,2,,,,,,,0,3,1,0,0,2,1,
1315,Earl Thomas,SEA,21,16,16,,5,68,0,34,7,1,0,0,0,0,64,12,
1316,Jaimie Thomas,IND,24,8,0,,,,,,,,,,,,0,1,
1317,Joe Thomas*+,CLE,26,16,16,,,,,,,,,,,,2,0,
1318,Juqua Thomas,PHI,32,13,10,6.0,0,0,0,0,2,1,0,1,0,0,19,3,
1319,Marcus Thomas,DEN,25,16,2,1.0,0,0,0,0,1,,,,,,29,6,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1320,Mike Thomas,JAX,23,16,11,,,,,,,0,3,1,0,0,3,0,
1321,Terrell Thomas,NYG,25,16,16,1.0,5,56,0,28,21,4,0,2,0,0,81,20,
1322,Syd'Quan Thompson,DEN,23,13,0,,2,20,0,18,4,0,3,1,0,0,12,6,
1323,Walter Thurmond,SEA,23,14,1,,0,0,0,0,6,0,1,0,0,0,29,4,
1324,Charles Tillman,CHI,29,16,16,,5,127,0,56,14,4,0,3,-8,0,71,11,
1325,Lawrence Timmons,PIT,24,16,15,3.0,2,5,0,5,10,2,0,2,0,0,96,39,
1326,Pisa Tinoisamoa,CHI,29,12,10,1.0,,,,,,1,0,0,0,0,33,7,
1327,Matt Toeaina,CHI,26,16,10,2.0,0,0,0,0,2,0,0,1,0,0,17,7,
1328,Mike Tolbert,SDG,25,15,4,,,,,,,0,5,0,0,0,6,3,
1329,Greg Toler,ARI,25,14,13,1.0,2,66,1,66,9,2,0,2,0,0,79,8,
1330,Dave Tollefson,NYG,29,13,0,0.5,0,0,0,0,3,2,0,0,0,0,12,8,
1331,LaDainian Tomlinson,NYJ,31,15,13,,,,,,,0,3,2,0,0,,,
1332,Ryan Torain,WAS,24,10,8,,,,,,,0,2,0,0,0,2,0,
1333,Reggie Torbor,BUF,29,10,7,,0,0,0,0,4,,,,,,23,18,
1334,Anthony Toribio,KAN,25,5,0,,,,,,,,,,,,3,2,
1335,Leigh Torrence,NOR,28,13,0,1.0,1,21,0,21,2,,,,,,26,1,
1336,Deshea Townsend,IND,35,8,0,,,,,,,,,,,,9,1,
1337,Morgan Trent,CIN,25,8,1,,1,0,0,0,3,0,0,1,0,0,18,5,
1338,Nate Triplett,IND,23,5,0,,,,,,,,,,,,4,0,
1339,Torell Troup,BUF,22,15,2,,0,0,0,0,2,,,,,,11,12,
1340,Jeremy Trueblood,TAM,27,14,7,,,,,,,0,0,1,0,0,,,
1341,Marcus Trufant,SEA,30,16,16,,1,32,1,32,8,1,0,2,0,0,65,15,
1342,Jason Trusnik,CLE,26,16,5,1.0,0,0,0,0,1,,,,,,21,3,
1343,Justin Tryon,IND,26,12,6,,0,0,0,0,7,0,0,1,0,0,26,10,
1344,Justin Tuck*,NYG,27,16,16,11.5,0,0,0,0,4,5,0,5,4,0,48,28,
1345,Jyles Tucker,SDG,27,3,0,1.0,,,,,,,,,,,2,1,
1346,Verran Tucker,KAN,22,11,2,,,,,,,0,0,1,0,0,0,2,
1347,Stephen Tulloch,TEN,25,16,16,1.0,1,18,0,18,6,0,0,1,0,0,111,49,
1348,Matt Turk,HOU,42,16,0,,,,,,,,,,,,0,1,
1349,Barry Turner,2TM,23,3,0,,,,,,,,,,,,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1350,Patrick Turner,NYJ,23,5,0,,,,,,,,,,,,1,0,
1351,Lawrence Tynes,NYG,32,16,0,,,,,,,,,,,,1,0,
1352,Osi Umenyiora,NYG,29,16,16,11.5,0,0,0,0,2,10,0,1,0,0,33,15,
1353,Brandon Underwood,GNB,24,12,0,,,,,,,,,,,,0,3,
1354,Tiquan Underwood,JAX,23,10,0,,,,,,,,,,,,3,2,
1355,Kraig Urbik,BUF,25,10,2,,,,,,,,,,,,1,0,
1356,Brian Urlacher*,CHI,32,16,16,4.0,1,0,0,0,10,1,0,2,0,0,96,29,
1357,Kyle Vanden Bosch,DET,32,11,11,4.0,0,0,0,0,1,2,0,0,0,0,33,16,
1358,Nathan Vasher,DET,29,14,5,,1,0,0,0,5,,,,,,15,4,
1359,Josh Vaughan,CAR,24,3,0,,,,,,,,,,,,0,1,
1360,Cassius Vaughn,DEN,23,13,0,,,,,,,0,0,2,0,0,7,1,
1361,David Veikune,DEN,25,4,0,,,,,,,,,,,,0,2,
1362,Fernando Velasco,TEN,25,16,3,,,,,,,0,0,1,0,0,,,
1363,Jared Veldheer,OAK,23,16,11,,,,,,,0,1,1,0,0,4,0,
1364,Raymond Ventrone,CLE,24,16,0,,,,,,,1,0,1,0,0,18,1,
1365,Alterraun Verner,TEN,22,16,12,,3,41,0,19,11,1,0,2,0,0,78,16,
1366,Michael Vick*,PHI,30,12,12,,,,,,,0,11,4,-3,0,,,
1367,Lawrence Vickers,CLE,27,16,4,,,,,,,0,0,1,0,0,,,
1368,Kevin Vickerson,DEN,27,15,12,2.0,1,4,0,4,3,1,0,0,0,0,33,9,
1369,Jonathan Vilma*,NOR,28,16,16,4.0,1,5,0,5,3,3,0,1,0,0,71,34,
1370,Keydrick Vincent,TAM,32,5,5,,,,,,,0,0,1,0,0,,,
1371,David Vobora,STL,24,14,5,2.0,,,,,,,,,,,19,8,
1372,Mike Vrabel,KAN,35,16,16,,0,0,0,0,1,1,0,0,0,0,30,18,
1373,Jonathan Wade,2TM,26,12,7,,0,0,0,0,5,0,0,1,10,0,39,5,
1374,Cameron Wake*,MIA,28,16,16,14.0,0,0,0,0,4,3,0,0,0,0,48,9,
1375,Erik Walden,2TM,25,11,2,2.0,0,0,0,0,1,,,,,,21,4,
1376,Delanie Walker,SFO,26,14,8,,,,,,,0,1,0,0,0,8,2,
1377,Frank Walker,MIN,29,11,2,,1,10,0,10,6,0,0,1,0,0,13,9,
1378,Reggie Walker,ARI,24,11,0,,,,,,,,,,,,14,0,
1379,Vance Walker,ATL,23,16,1,,0,0,0,0,1,,,,,,11,6,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1380,Mike Wallace,PIT,24,16,16,,,,,,,0,1,1,0,0,,,
1381,Roberto Wallace,MIA,24,12,0,,,,,,,,,,,,8,0,
1382,Seneca Wallace,CLE,30,8,4,,,,,,,0,1,1,-17,0,,,
1383,Kevin Walter,HOU,29,16,16,,,,,,,,,,,,2,0,
1384,J.D. Walton,DEN,23,16,16,,,,,,,0,1,0,-13,0,0,1,
1385,Derrick Ward,HOU,30,16,0,,,,,,,0,0,1,0,0,,,
1386,Hines Ward,PIT,34,16,15,,,,,,,0,1,0,0,0,4,0,
1387,T.J. Ward,CLE,24,16,16,,2,39,0,23,10,1,0,0,0,0,80,28,
1388,Danny Ware,NYG,25,14,0,,,,,,,0,0,1,0,0,0,1,
1389,DeMarcus Ware*,DAL,28,16,16,15.5,0,0,0,0,1,2,0,2,22,1,56,10,
1390,Jeremy Ware,OAK,24,8,0,,1,0,0,0,3,,,,,,1,0,
1391,Matt Ware,ARI,28,14,0,,,,,,,0,1,0,0,0,5,1,
1392,Gerard Warren,NWE,32,16,10,3.5,,,,,,,,,,,17,11,
1393,Greg Warren,PIT,29,16,0,,,,,,,,,,,,0,2,
1394,Ty Warren,NWE,29,1,0,,,,,,,,,,,,1,1,
1395,Daryl Washington,ARI,24,16,11,1.0,1,39,0,39,2,1,1,0,0,0,64,10,
1396,Donald Washington,KAN,24,12,2,,,,,,,,,,,,10,7,
1397,Fabian Washington,BAL,27,14,8,,0,0,0,0,8,,,,,,29,2,
1398,Kelley Washington,SDG,31,8,0,,,,,,,,,,,,1,0,
1399,Leon Washington,SEA,28,16,0,,,,,,,0,3,1,0,0,2,0,
1400,Nate Washington,TEN,27,16,16,,,,,,,,,,,,3,0,
1401,Anthony Waters,NOR,26,10,0,,,,,,,,,,,,8,1,
1402,Pat Watkins,SDG,28,4,0,,,,,,,,,,,,5,0,
1403,Ben Watson,CLE,30,16,16,,,,,,,,,,,,2,0,
1404,Dekoda Watson,TAM,22,15,1,,0,0,0,0,1,,,,,,15,5,
1405,Gabe Watson,ARI,27,7,0,,,,,,,,,,,,7,0,
1406,Reggie Wayne*+,IND,32,16,16,,,,,,,0,1,0,0,0,1,0,
1407,Sean Weatherspoon,ATL,23,11,5,1.0,0,0,0,0,1,,,,,,34,8,
1408,Lardarius Webb,BAL,25,15,0,,2,32,0,32,9,0,2,2,0,0,47,7,
1409,Corey Webster,NYG,28,15,15,,4,11,0,13,12,0,0,1,1,0,45,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1410,Eric Weddle,SDG,25,16,16,0.5,2,64,1,41,10,,,,,,80,16,
1411,Jon Weeks,HOU,24,16,0,,,,,,,,,,,,0,2,
1412,Eric Weems*,ATL,25,16,4,,,,,,,,,,,,14,2,
1413,Wes Welker*,NWE,29,16,11,,,,,,,0,1,2,0,0,,,
1414,Beanie Wells,ARI,22,13,2,,,,,,,0,1,1,0,0,,,
1415,Scott Wells,GNB,29,16,16,,,,,,,,,,,,1,0,
1416,John Wendling,DET,27,16,0,,,,,,,,,,,,22,8,
1417,Dante Wesley,DET,31,3,0,,,,,,,,,,,,2,0,
1418,Brian Westbrook,SFO,31,14,5,,,,,,,0,0,1,0,0,,,
1419,Byron Westbrook,WAS,25,16,0,,,,,,,0,0,1,0,0,13,1,
1420,Jamaal Westerman,NYJ,25,6,0,,,,,,,0,0,1,0,0,5,2,
1421,Travelle Wharton,CAR,29,9,9,,,,,,,0,0,1,0,0,2,0,
1422,Philip Wheeler,IND,26,16,6,,0,0,0,0,1,,,,,,31,21,
1423,Blair White,IND,23,13,4,,,,,,,0,1,0,0,0,3,0,
1424,Marvin White,CIN,27,3,0,,,,,,,,,,,,1,0,
1425,Roddy White*+,ATL,29,16,16,,,,,,,1,1,1,0,0,3,0,
1426,Stylez G. White,TAM,31,16,13,4.5,,,,,,2,0,0,0,0,28,8,
1427,Tracy White,NWE,29,16,0,,,,,,,,,,,,12,5,
1428,Charlie Whitehurst,SEA,28,6,2,,,,,,,0,2,2,-16,0,,,
1429,Donte Whitner,BUF,25,16,16,0.5,1,37,0,37,7,1,0,1,0,0,96,44,
1430,Andrew Whitworth,CIN,29,16,16,,,,,,,0,0,1,0,0,1,0,
1431,Casey Wiegmann,KAN,37,16,16,,,,,,,0,0,2,-6,0,2,0,
1432,Vince Wilfork*,NWE,29,16,16,2.0,0,0,0,0,2,0,0,1,0,0,46,11,
1433,Matt Wilhelm,GNB,29,7,0,,,,,,,,,,,,4,1,
1434,Jonathan Wilhite,NWE,26,9,1,,0,0,0,0,2,,,,,,16,4,
1435,Jimmy Wilkerson,NOR,29,16,0,2.0,,,,,,,,,,,14,2,
1436,Gerris Wilkinson,NYG,27,12,0,,,,,,,,,,,,5,3,
1437,Brandon Williams,DAL,22,6,0,,,,,,,,,,,,4,0,
1438,Brian Williams,ATL,31,16,1,1.0,0,0,0,0,1,0,0,1,12,0,25,11,
1439,Cadillac Williams,TAM,28,16,9,,,,,,,0,1,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1440,Cary Williams,BAL,26,13,0,,,,,,,,,,,,0,1,
1441,Chris Williams,CHI,25,13,13,,,,,,,0,0,1,0,0,2,0,
1442,Corey Williams,DET,30,16,16,2.0,1,27,0,27,4,1,0,0,0,0,32,5,
1443,D.J. Williams,DEN,28,16,15,5.5,0,0,0,0,9,1,0,1,0,0,94,25,
1444,Dan Williams,ARI,23,15,0,,0,0,0,0,2,,,,,,27,11,
1445,Demorrio Williams,KAN,30,16,0,1.0,0,0,0,0,1,1,0,0,0,0,17,2,
1446,Edwin Williams,CHI,24,5,3,,,,,,,,,,,,1,0,
1447,Garry Williams,CAR,24,16,11,,,,,,,0,0,1,0,0,1,0,
1448,Jamal Williams,DEN,34,16,16,,0,0,0,0,1,,,,,,31,16,
1449,Jamar Williams,CAR,26,7,2,,,,,,,,,,,,2,0,
1450,Jason Williams,2TM,24,9,2,,0,0,0,0,2,1,0,1,7,0,11,5,
1451,Keiland Williams,WAS,24,15,3,,,,,,,0,1,0,0,0,2,0,
1452,Kevin Williams*,MIN,30,16,16,1.0,0,0,0,0,10,1,0,0,0,0,27,12,
1453,Kyle Williams,SFO,22,5,0,,,,,,,0,0,1,-7,0,,,
1454,Kyle Williams*,BUF,27,16,16,5.5,0,0,0,0,1,0,0,2,11,0,54,23,
