
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
300,Craig Dahl,SFO,29,12,0,,0,0,0,0,1,,,,,,6,3,
301,Andy Dalton,CIN,27,12,12,,,,,,,0,2,1,0,0,1,0,
302,Mike Daniels,GNB,25,12,12,4.0,,,,,,,,,,,21,8,
303,Owen Daniels,BAL,32,11,9,,,,,,,,,,,,1,0,
304,Karlos Dansby,CLE,33,10,10,3.0,1,0,0,0,2,,,,,,36,37,
305,Marcell Dareus,BUF,25,12,12,10.0,0,0,0,0,1,1,0,0,0,0,28,13,
306,Orleans Darkwa,2TM,22,7,0,,,,,,,,,,,,1,1,
307,Lavonte David,TAM,24,10,10,,0,0,0,0,1,2,0,1,0,0,81,34,
308,Akeem Davis,WAS,24,9,0,,,,,,,,,,,,6,3,
309,Anthony Davis,SFO,25,5,5,,,,,,,,,,,,1,0,
310,Austin Davis,STL,25,10,8,,,,,,,0,5,2,-6,0,,,
311,Chris Davis,SDG,23,8,1,,0,0,0,0,1,1,0,0,0,0,10,2,
312,Cody Davis,STL,25,11,0,,,,,,,0,0,1,1,0,5,1,
313,Demario Davis,NYJ,25,12,12,2.0,0,0,0,0,4,0,0,1,0,0,59,32,
314,Ja'Gared Davis,2TM,23,4,0,,,,,,,,,,,,0,1,
315,Kellen Davis,DET,29,3,0,,,,,,,,,,,,1,0,
316,Knile Davis,KAN,23,12,1,,,,,,,0,4,1,0,0,,,
317,Ryan Davis,JAX,25,12,0,5.5,0,0,0,0,2,2,0,1,0,0,11,4,
318,Thomas Davis,CAR,31,11,11,2.0,0,0,0,0,1,1,0,0,0,0,55,30,
319,Todd Davis,2TM,22,5,0,,,,,,,,,,,,4,0,
320,Vernon Davis,SFO,30,10,10,,,,,,,,,,,,1,0,
321,Vontae Davis,IND,26,12,12,,3,64,0,42,18,1,0,0,0,0,26,6,
322,Will Davis,MIA,24,10,0,,0,0,0,0,3,,,,,,16,1,
323,Phil Dawson,SFO,39,12,0,,,,,,,,,,,,1,0,
324,Brandon Deaderick,NOR,27,9,0,,,,,,,,,,,,2,2,
325,Larry Dean,BUF,26,10,0,,,,,,,,,,,,7,1,
326,David DeCastro,PIT,24,12,12,,,,,,,,,,,,1,0,
327,Eric Decker,NYJ,27,11,11,,,,,,,,,,,,1,0,
328,Thomas DeCoud,CAR,29,11,11,,1,35,0,35,3,,,,,,32,16,
329,Louis Delmas,MIA,27,12,11,1.0,1,81,1,81,3,0,0,2,0,0,47,10,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
330,Kenny Demens,ARI,24,11,0,,,,,,,1,0,0,0,0,7,0,
331,Quintin Demps,NYG,29,12,9,,3,9,0,6,5,1,2,0,0,0,31,14,
332,Alfonzo Dennard,NWE,25,6,4,,1,0,0,0,1,0,0,1,0,0,13,2,
333,Darqueze Dennard,CIN,23,10,0,1.0,0,0,0,0,1,,,,,,10,3,
334,John Denney,MIA,36,12,0,,,,,,,0,0,1,0,0,1,0,
335,Akeem Dent,HOU,27,11,4,1.0,,,,,,,,,,,15,11,
336,Zak DeOssie,NYG,30,12,0,,,,,,,0,1,0,-25,0,3,2,
337,Andrew DePaola,TAM,27,12,0,,,,,,,,,,,,2,1,
338,James Develin,NWE,26,12,4,,,,,,,0,1,1,0,0,,,
339,Jordan Devey,NWE,26,6,4,,,,,,,,,,,,1,0,
340,Mike DeVito,KAN,30,1,1,,0,0,0,0,1,,,,,,0,1,
341,Quinton Dial,SFO,24,10,3,1.0,0,0,0,0,1,,,,,,10,5,
342,Ed Dickson,CAR,27,12,8,,,,,,,0,1,1,0,0,1,0,
343,Evan Dietrich-Smith,TAM,28,11,11,,,,,,,0,2,0,-14,0,2,0,
344,Zach Diles,2TM,29,3,0,,,,,,,,,,,,2,0,
345,Jayson DiManche,CIN,24,12,1,,,,,,,1,0,0,0,0,7,4,
346,Patrick DiMarco,ATL,25,12,6,,,,,,,,,,,,2,0,
347,Ahmad Dixon,2TM,23,8,0,,,,,,,0,0,1,0,0,2,1,
348,Anthony Dixon,BUF,27,12,0,,,,,,,,,,,,1,3,
349,Brandon Dixon,TAM,24,10,0,,1,0,0,0,2,,,,,,3,1,
350,Brian Dixon,NOR,24,12,0,,,,,,,1,0,0,0,0,9,2,
351,Demarcus Dobbs,2TM,27,9,0,,,,,,,,,,,,12,4,
352,James Dockery,CAR,26,6,0,,,,,,,,,,,,11,0,
353,Aaron Donald,STL,23,12,8,6.0,0,0,0,0,1,1,0,0,0,0,29,3,
354,Larry Donnell,NYG,26,12,10,,,,,,,0,4,0,0,0,1,0,
355,Jon Dorenbos,PHI,34,12,0,,,,,,,,,,,,2,0,
356,Kevin Dorsey,GNB,24,3,0,,,,,,,,,,,,1,1,
357,Demar Dotson,TAM,29,12,12,,,,,,,0,0,1,0,0,1,0,
358,Leger Douzable,NYJ,28,12,0,2.5,,,,,,,,,,,11,7,
359,Jonathan Dowling,OAK,,7,0,,,,,,,,,,,,4,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
360,Jack Doyle,IND,24,12,0,,,,,,,,,,,,0,1,
361,Jim Dray,CLE,28,12,5,,,,,,,,,,,,0,1,
362,Justin Drescher,NOR,26,12,0,,,,,,,,,,,,1,0,
363,Greg Ducre,2TM,22,4,0,,1,7,0,7,1,,,,,,2,0,
364,Elvis Dumervil,BAL,30,12,1,12.5,0,0,0,0,1,1,0,1,0,0,18,7,
365,Jo-Lonn Dunbar,STL,29,11,9,,,,,,,,,,,,27,6,
366,Lance Dunbar,DAL,24,13,0,,,,,,,,,,,,2,0,
367,Carlos Dunlap,CIN,25,12,12,6.0,0,0,0,0,3,2,0,1,0,0,32,20,
368,Justin Durant,DAL,29,6,6,,1,1,0,1,4,2,0,1,0,0,31,18,
369,Kony Ealy,CAR,23,11,0,1.0,,,,,,,,,,,5,4,
370,Dominique Easley,NWE,22,10,2,1.0,1,0,0,0,1,,,,,,6,3,
371,Marcus Easley,BUF,28,6,0,,,,,,,,,,,,7,2,
372,Nate Ebner,NWE,26,8,0,,,,,,,,,,,,6,2,
373,A.J. Edds,2TM,27,5,0,,,,,,,,,,,,1,0,
374,Kasim Edebali,NOR,25,12,0,2.0,,,,,,1,0,0,0,0,12,2,
375,Julian Edelman,NWE,28,12,12,,,,,,,0,2,1,0,0,4,0,
376,Dwan Edwards,CAR,33,12,0,4.0,1,24,0,24,1,,,,,,19,15,
377,Lavar Edwards,DAL,24,4,0,,,,,,,,,,,,1,0,
378,Matt Elam,BAL,23,12,10,0.5,0,0,0,0,4,1,0,0,0,0,23,17,
379,Dannell Ellerbe,MIA,29,1,1,,,,,,,,,,,,2,0,
380,Andre Ellington,ARI,25,12,12,,,,,,,0,2,0,0,0,1,0,
381,Bruce Ellington,SFO,23,9,0,,,,,,,0,1,1,0,0,1,0,
382,Jayrone Elliott,GNB,23,9,0,,,,,,,,,,,,9,1,
383,Justin Ellis,OAK,24,12,10,,0,0,0,0,1,,,,,,10,4,
384,Kenrick Ellis,NYJ,27,10,0,1.0,,,,,,,,,,,3,6,
385,Rhett Ellison,MIN,26,12,11,,,,,,,,,,,,3,0,
386,Larry English,TAM,28,8,1,,,,,,,,,,,,5,5,
387,Zach Ertz,PHI,24,12,3,,,,,,,0,1,0,0,0,2,1,
388,Gavin Escobar,DAL,23,13,0,,,,,,,,,,,,1,0,
389,Jahri Evans,NOR,31,12,12,,,,,,,0,0,1,0,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
390,Josh Evans,JAX,23,12,10,,0,0,0,0,1,0,0,1,0,0,50,17,
391,Mike Evans,TAM,21,11,11,,,,,,,,,,,,3,0,
392,Antone Exum,MIN,23,11,0,,,,,,,,,,,,0,2,
393,Nick Fairley,DET,26,8,8,1.0,,,,,,1,0,0,0,0,8,6,
394,Anthony Fasano,KAN,30,11,10,,,,,,,,,,,,1,0,
395,T.J. Fatinikun,TAM,23,6,0,0.5,,,,,,,,,,,1,1,
396,Terrence Fede,MIA,23,7,0,1.0,,,,,,,,,,,7,1,
397,Daniel Fells,NYG,31,12,5,,,,,,,0,1,0,0,0,1,1,
398,Darren Fells,ARI,28,6,1,,,,,,,,,,,,1,0,
399,Chandler Fenner,NYG,24,7,0,,,,,,,,,,,,3,1,
400,Ego Ferguson,CHI,23,13,0,2.0,0,0,0,0,3,,,,,,10,11,
401,C.J. Fiedorowicz,HOU,23,11,6,,,,,,,,,,,,1,0,
402,Brandon Fields,MIA,30,12,0,,,,,,,,,,,,1,0,
403,Bojay Filimoeatu,OAK,25,5,0,,,,,,,,,,,,4,1,
404,Cortland Finnegan,MIA,30,9,9,,0,0,0,0,8,1,0,1,50,1,27,11,
405,Eric Fisher,KAN,23,12,12,,,,,,,,,,,,1,0,
406,Ryan Fitzpatrick,HOU,32,10,10,,,,,,,0,5,4,-2,0,,,
407,Joe Flacco,BAL,29,12,12,,,,,,,0,2,2,-5,0,1,0,
408,Coby Fleener,IND,26,12,8,,,,,,,,,,,,1,1,
409,Jamell Fleming,KAN,25,4,2,,,,,,,,,,,,8,0,
410,Bradley Fletcher,PHI,28,12,12,,1,34,1,34,20,1,0,1,0,0,46,5,
411,Dane Fletcher,TAM,28,12,3,0.5,0,0,0,0,1,,,,,,18,11,
412,Brandon Flowers,SDG,28,10,10,,3,44,0,27,10,0,1,0,0,0,32,3,
413,Marquis Flowers,CIN,22,12,0,,0,0,0,0,1,,,,,,3,3,
414,Malcom Floyd,SDG,33,12,12,,,,,,,,,,,,1,0,
415,Michael Floyd,ARI,25,12,10,,,,,,,0,3,2,0,0,1,0,
416,Sharrif Floyd,MIN,22,11,9,4.5,,,,,,,,,,,24,11,
417,Andre Fluellen,DET,29,4,0,1.0,,,,,,,,,,,4,0,
418,D.J. Fluker,SDG,23,12,12,,,,,,,,,,,,1,0,
419,Matt Flynn,GNB,29,5,0,,,,,,,0,1,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
420,Moise Fokou,NOR,29,2,0,,,,,,,,,,,,1,1,
421,Nick Foles,PHI,25,8,8,,,,,,,0,4,1,0,0,1,0,
422,Larry Foote,ARI,34,12,12,1.0,1,0,0,0,3,,,,,,54,18,
423,Dee Ford,KAN,23,12,0,0.5,0,0,0,0,1,,,,,,2,1,
424,Justin Forsett,BAL,29,12,10,,,,,,,0,1,1,0,0,2,0,
425,Matt Forte,CHI,29,13,13,,,,,,,0,2,0,0,0,3,0,
426,Khairi Fortt,3TM,22,3,0,,,,,,,,,,,,1,0,
427,Glenn Foster,NOR,24,5,0,,,,,,,,,,,,1,0,
428,Mason Foster,TAM,25,9,9,,0,0,0,0,3,,,,,,39,21,
429,Ramon Foster,PIT,28,10,10,,,,,,,,,,,,1,0,
430,Jerry Franklin,2TM,26,11,0,,,,,,,,,,,,4,0,
431,Dominique Franks,BAL,27,4,1,,0,0,0,0,5,,,,,,12,1,
432,Travis Frederick,DAL,23,13,13,,,,,,,,,,,,3,0,
433,Devonta Freeman,ATL,22,12,0,,,,,,,0,1,0,0,0,2,1,
434,Jerrell Freeman,IND,28,9,9,1.5,0,0,0,0,4,1,0,0,0,0,39,32,
435,Dwight Freeney,SDG,34,12,8,2.0,0,0,0,0,1,0,0,1,0,0,6,3,
436,Jonathan Freeny,MIA,25,10,0,1.0,,,,,,,,,,,9,4,
437,Isaiah Frey,2TM,24,9,1,,0,0,0,0,1,2,0,1,0,0,11,11,
438,Sione Fua,CLE,26,7,0,,,,,,,,,,,,1,4,
439,Corey Fuller,DET,24,12,2,,,,,,,0,1,0,0,0,1,0,
440,Kyle Fuller,CHI,22,13,11,,3,50,0,20,7,3,0,0,0,0,45,12,
441,Andrew Gachkar,SDG,26,11,4,,,,,,,0,0,1,13,1,25,7,
442,Thomas Gafford,KAN,31,12,0,,,,,,,,,,,,1,0,
443,E.J. Gaines,STL,,12,12,,2,0,0,0,14,0,0,1,0,0,53,5,
444,Phillip Gaines,KAN,23,12,4,,0,0,0,0,2,,,,,,19,0,
445,Junior Galette,NOR,26,12,12,7.0,0,0,0,0,2,2,0,0,0,0,27,10,1
446,Graham Gano,CAR,27,12,0,,,,,,,0,0,1,0,0,,,
447,Pierre Garcon,WAS,28,12,10,,,,,,,0,0,1,0,0,1,0,
448,Andrew Gardner,PHI,28,12,4,,,,,,,0,0,1,0,0,,,
449,Terence Garvin,PIT,24,12,0,,,,,,,,,,,,7,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
450,Roberto Garza,CHI,35,9,9,,,,,,,,,,,,1,0,
451,Jordan Gay,BUF,24,12,0,,,,,,,,,,,,1,0,
452,William Gay,PIT,29,12,9,,2,61,2,33,9,,,,,,38,10,
453,Clifton Geathers,WAS,27,6,0,,,,,,,,,,,,4,1,
454,Robert Geathers,CIN,31,12,0,1.0,1,2,0,2,3,,,,,,9,9,
455,Jeremiah George,JAX,22,2,0,,,,,,,,,,,,3,1,
456,Toby Gerhart,JAX,27,10,5,,,,,,,0,1,0,0,0,3,0,
457,Brandon Ghee,TEN,27,6,1,,1,0,0,0,1,,,,,,4,0,
458,William Gholston,TAM,23,11,9,1.0,0,0,0,0,3,,,,,,22,12,
459,Wallace Gilberry,CIN,30,12,12,1.5,0,0,0,0,2,,,,,,14,25,
460,Justin Gilbert,CLE,23,11,2,,0,0,0,0,7,,,,,,21,3,
461,Marcus Gilbert,PIT,26,10,10,,,,,,,0,0,1,0,0,1,0,
462,Marcus Gilchrist,SDG,26,12,12,1.0,1,4,0,4,5,1,0,0,0,0,43,13,
463,Stephon Gilmore,BUF,24,11,11,,2,34,0,21,3,1,0,0,0,0,34,6,
464,Ted Ginn,ARI,29,12,0,,,,,,,0,2,1,0,0,1,0,
465,Tashaun Gipson,CLE,24,11,11,,6,158,1,62,8,1,0,0,0,0,28,24,
466,Chris Givens,STL,25,10,0,,,,,,,,,,,,1,0,
467,Cordy Glenn,BUF,25,12,12,,,,,,,,,,,,1,0,
468,Mike Glennon,TAM,25,6,5,,,,,,,0,2,3,-8,0,2,0,
469,Charles Godfrey,2TM,29,10,1,,,,,,,,,,,,14,5,
470,Robert Golden,PIT,24,12,0,,,,,,,0,0,1,0,1,5,4,
471,Dashon Goldson,TAM,30,10,10,,,,,,,0,0,1,2,0,46,14,
472,Kedric Golston,WAS,31,8,0,,,,,,,,,,,,2,0,
473,Zaviar Gooden,TEN,24,12,2,,,,,,,,,,,,15,7,
474,Malliciah Goodman,ATL,24,12,6,,,,,,,2,0,0,0,0,4,8,
475,Demetri Goodson,GNB,25,2,0,,,,,,,,,,,,2,0,
476,Marquise Goodwin,BUF,24,7,0,,,,,,,0,1,0,0,0,1,0,
477,Josh Gordon,CLE,23,2,2,,,,,,,0,0,1,0,0,2,0,
478,Josh Gordy,IND,27,12,1,,0,0,0,0,3,,,,,,18,5,
479,Danny Gorrer,2TM,28,9,0,,1,15,0,15,3,,,,,,16,3,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
480,Brandon Graham,PHI,26,12,0,5.5,,,,,,4,0,0,0,0,26,7,
481,Corey Graham,BUF,29,12,5,,1,45,0,45,11,,,,,,50,11,
482,Garrett Graham,HOU,28,11,9,,,,,,,,,,,,1,0,
483,Jimmy Graham,NOR,28,12,10,,,,,,,1,1,0,0,0,1,0,
484,T.J. Graham,NYJ,25,8,0,,,,,,,0,0,1,0,0,5,2,
485,Ryan Grant,WAS,24,12,2,,,,,,,,,,,,1,0,
486,Dwayne Gratz,JAX,24,11,9,,0,0,0,0,5,2,0,0,0,0,29,11,
487,Cyrus Gray,KAN,25,9,0,,,,,,,,,,,,3,1,
488,MarQueis Gray,2TM,24,9,1,,,,,,,,,,,,2,0,
489,John Greco,CLE,29,12,12,,,,,,,,,,,,1,1,
490,A.J. Green,CIN,26,9,9,,,,,,,0,2,0,0,0,1,0,
491,Ladarius Green,SDG,24,11,4,,,,,,,,,,,,4,0,
492,Virgil Green,DEN,26,9,5,,,,,,,,,,,,1,2,
493,Khaseem Greene,CHI,25,8,2,,,,,,,,,,,,12,5,
494,Chad Greenway,MIN,31,9,9,1.0,0,0,0,0,3,1,0,0,0,0,44,31,
495,Jermaine Gresham,CIN,26,12,12,,,,,,,0,2,2,0,0,,,
496,Everson Griffen,MIN,27,12,12,11.0,0,0,0,0,1,1,0,0,0,0,35,12,
497,Michael Griffin,TEN,29,12,12,3.0,2,12,0,12,4,,,,,,65,21,
498,Robert Griffin,WAS,24,5,5,,,,,,,0,4,2,-3,0,,,
499,Ryan Griffin,HOU,24,12,0,,,,,,,,,,,,1,0,
500,Brent Grimes,MIA,31,12,12,,5,80,1,32,12,1,0,0,0,0,42,7,
501,Jonathan Grimes,HOU,25,12,0,,,,,,,,,,,,4,1,
502,Quentin Groves,TEN,30,12,1,1.0,,,,,,,,,,,10,1,
503,Letroy Guion,GNB,27,12,12,2.5,,,,,,1,0,0,0,0,16,9,
504,Lawrence Guy,BAL,24,7,0,,,,,,,0,0,1,6,0,2,3,
505,Winston Guy,2TM,24,7,3,1.0,0,0,0,0,1,,,,,,10,4,
506,Joe Haden,CLE,25,12,12,,3,0,0,0,14,0,0,2,34,0,49,14,
507,Derek Hagan,TEN,30,12,0,,,,,,,,,,,,4,1,
508,Ra'Shede Hageman,ATL,24,12,0,,,,,,,,,,,,9,3,
509,Saalim Hakim,NYJ,24,12,0,,,,,,,,,,,,3,4,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
510,Andre Hal,HOU,22,12,0,,0,0,0,0,4,,,,,,18,3,
511,Tamba Hali,KAN,31,12,12,5.0,,,,,,3,0,1,0,0,37,8,
512,DeAngelo Hall,WAS,31,3,3,,,,,,,1,0,1,17,0,12,4,
513,Leon Hall,CIN,30,11,11,,1,-3,0,-3,5,,,,,,36,15,
514,Frankie Hammond,KAN,24,12,3,,,,,,,,,,,,1,0,
515,Johnathan Hankins,NYG,22,12,12,4.5,0,0,0,0,3,,,,,,22,19,
516,James Hanna,DAL,25,13,10,,,,,,,,,,,,7,0,
517,Parys Haralson,NOR,30,12,8,3.0,,,,,,0,0,1,0,0,18,8,
518,Clay Harbor,JAX,27,9,6,,,,,,,,,,,,2,1,
519,Greg Hardy,CAR,26,1,1,1.0,,,,,,1,0,0,0,0,3,1,
520,Cory Harkey,STL,24,12,9,,,,,,,0,0,1,0,0,2,1,
521,Duron Harmon,NWE,23,12,0,,,,,,,0,0,1,-1,0,6,3,
522,Roman Harper,CAR,32,12,12,,3,12,0,8,5,,,,,,29,16,
523,Brandon Harris,TEN,24,7,0,,,,,,,,,,,,2,1,
524,Bryce Harris,NOR,25,12,0,,,,,,,,,,,,1,0,
525,Chris Harris,DEN,25,12,12,,2,14,0,13,14,1,0,1,0,0,38,2,
526,Clark Harris,CIN,30,12,0,,,,,,,,,,,,1,0,
527,David Harris,NYJ,30,12,12,3.0,,,,,,1,0,0,0,0,52,38,
528,DuJuan Harris,GNB,26,12,0,,,,,,,,,,,,1,0,
529,Dwayne Harris,DAL,27,13,0,,,,,,,0,4,1,0,0,8,2,
530,Jeremy Harris,JAX,23,6,0,,,,,,,,,,,,3,2,
531,Josh Harris,ATL,25,12,0,,,,,,,,,,,,2,2,
532,Mike Harris,2TM,25,1,1,,,,,,,,,,,,1,0,
533,Ryan Harris,KAN,29,12,11,,,,,,,,,,,,2,0,
534,Damon Harrison,NYJ,26,12,12,,,,,,,,,,,,24,21,
535,James Harrison,PIT,36,9,1,4.0,,,,,,,,,,,23,11,
536,Brian Hartline,MIA,28,12,12,,,,,,,,,,,,1,0,
537,Percy Harvin,2TM,26,10,9,,,,,,,0,2,1,0,0,2,0,
538,Jason Hatcher,WAS,32,12,12,5.0,0,0,0,0,1,0,0,1,0,0,16,9,
539,Steven Hauschka,SEA,29,12,0,,,,,,,0,0,1,0,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
540,A.J. Hawk,GNB,30,12,11,0.5,0,0,0,0,2,,,,,,47,31,
541,Andrew Hawkins,CLE,28,11,11,,,,,,,,,,,,3,0,
542,Joe Hawley,ATL,26,4,4,,,,,,,,,,,,1,0,
543,David Hawthorne,NOR,29,8,8,,1,10,0,10,2,,,,,,35,23,
544,D.J. Hayden,OAK,24,6,4,,1,-1,0,-1,6,,,,,,23,2,
545,Nick Hayden,DAL,28,13,13,,,,,,,,,,,,16,15,
546,Geno Hayes,JAX,27,12,8,1.0,,,,,,1,0,0,0,0,28,13,
547,William Hayes,STL,29,12,9,3.0,,,,,,1,0,1,6,0,24,8,
548,Adam Hayward,WAS,30,11,0,,,,,,,,,,,,8,4,
549,Casey Hayward,GNB,25,12,1,,3,113,1,82,5,0,0,2,49,1,24,6,
550,Jeff Heath,DAL,23,11,0,,,,,,,,,,,,16,1,
551,Cooper Helfet,SEA,25,9,2,,,,,,,1,0,0,0,0,1,0,
552,Roy Helu,WAS,26,12,0,,,,,,,0,2,1,0,0,3,0,
553,Junior Hemingway,KAN,26,11,1,,,,,,,,,,,,4,0,
554,Seantrel Henderson,BUF,22,12,12,,,,,,,0,0,1,0,0,,,
555,Will Herring,STL,31,8,0,,,,,,,,,,,,2,0,
556,Dan Herron,IND,25,12,1,,,,,,,0,2,0,0,0,6,2,
557,Robert Herron,TAM,22,8,0,,,,,,,,,,,,1,0,
558,Mark Herzlich,NYG,27,12,5,,0,0,0,0,2,,,,,,23,12,
559,Devin Hester,ATL,32,12,1,,,,,,,1,2,2,0,0,1,0,
560,Ryan Hewitt,CIN,23,12,8,,,,,,,,,,,,2,1,
561,Cameron Heyward,PIT,25,12,12,4.0,0,0,0,0,2,,,,,,23,13,
562,Darrius Heyward-Bey,PIT,27,12,1,,,,,,,0,1,0,0,0,2,2,
563,Akiem Hicks,NOR,25,12,12,1.0,0,0,0,0,1,,,,,,23,11,
564,Dont'a Hightower,NWE,24,10,10,4.5,0,0,0,0,2,,,,,,44,28,
565,Jeremy Hill,CIN,22,12,5,,,,,,,0,2,0,0,0,3,0,
566,Jordan Hill,SEA,23,9,0,1.0,0,0,0,0,3,0,0,3,0,0,6,2,
567,Josh Hill,NOR,24,12,1,,,,,,,,,,,,8,1,
568,Sammie Lee Hill,TEN,28,11,11,2.0,0,0,0,0,5,,,,,,17,7,
569,Shaun Hill,STL,34,5,4,,,,,,,0,4,2,-4,0,,,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
570,Will Hill,BAL,24,6,4,,1,44,1,44,3,,,,,,15,7,
571,Peyton Hillis,NYG,28,9,0,,,,,,,,,,,,4,2,
572,Ronnie Hillman,DEN,23,7,4,,,,,,,0,1,0,0,0,1,0,
573,T.Y. Hilton,IND,25,12,12,,,,,,,1,2,0,0,0,1,0,
574,Anthony Hitchens,DAL,22,13,8,,0,0,0,0,2,,,,,,47,14,
575,Gerald Hodges,MIN,23,10,3,,0,0,0,0,3,,,,,,25,5,
576,Chris Hogan,BUF,26,12,2,,,,,,,0,2,0,0,0,0,1,
577,Trindon Holliday,2TM,28,1,0,,,,,,,0,1,1,0,0,,,
578,Andre Holmes,OAK,26,12,9,,,,,,,,,,,,1,1,
579,Evander Hood,JAX,27,12,0,1.0,,,,,,0,0,1,0,0,12,3,
580,DeAndre Hopkins,HOU,22,12,12,,,,,,,0,1,1,0,0,1,0,
581,Wes Horton,CAR,24,12,11,2.0,0,0,0,0,1,1,0,0,0,0,10,11,
582,Jayron Hosley,NYG,24,6,2,,0,0,0,0,1,,,,,,8,0,
583,Davon House,GNB,25,12,4,,1,0,0,0,8,1,0,0,0,0,25,1,
584,Rob Housler,ARI,26,11,5,,,,,,,0,1,0,0,0,2,0,
585,Justin Houston,KAN,25,12,12,14.0,0,0,0,0,4,2,0,0,0,0,44,9,
586,Lamarr Houston,CHI,27,8,8,1.0,0,0,0,0,1,0,0,1,0,0,8,3,
587,Austin Howard,OAK,27,12,12,,,,,,,,,,,,1,0,
588,Jaye Howard,KAN,26,12,6,0.5,,,,,,,,,,,20,7,
589,Brian Hoyer,CLE,29,12,12,,,,,,,0,4,2,-10,0,1,0,
590,Rodney Hudson,KAN,25,12,12,,,,,,,,,,,,1,0,
591,Josh Huff,PHI,23,8,0,,,,,,,0,1,1,0,0,0,1,
592,Marqueston Huff,TEN,22,10,1,1.0,0,0,0,0,1,,,,,,8,5,
593,Jerry Hughes,BUF,26,12,12,9.5,,,,,,3,0,1,18,1,29,14,
594,John Hughes,CLE,26,4,2,,,,,,,,,,,,5,5,
595,Montori Hughes,IND,24,10,1,,0,0,0,0,1,0,0,1,0,0,6,3,
596,Robert Hughes,ARI,25,12,3,,,,,,,0,0,1,0,0,2,0,
597,Ramon Humber,NOR,27,11,4,1.0,0,0,0,0,1,,,,,,18,9,
598,Margus Hunt,CIN,27,10,0,1.0,0,0,0,0,1,,,,,,5,2,
599,Justin Hunter,TEN,23,12,8,,,,,,,0,0,1,0,0,2,0,
