
1186,James Starks,GNB,28,12,0,,,,,,,0,1,0,0,0,1,0,
1187,Randy Starks,MIA,31,11,10,2.5,0,0,0,0,1,0,0,1,0,0,14,8,
1188,Shamar Stephen,MIN,23,12,2,,,,,,,,,,,,12,5,
1189,Darian Stewart,BAL,26,12,11,,0,0,0,0,3,1,0,0,0,0,31,10,
1190,Jeremy Stewart,DEN,25,2,0,,,,,,,,,,,,1,0,
1191,Jonathan Stewart,CAR,27,9,4,,,,,,,,,,,,1,0,
1192,Devon Still,CIN,25,10,0,,,,,,,,,,,,11,8,
1193,Ed Stinson,ARI,23,9,2,,0,0,0,0,1,,,,,,6,3,
1194,Luke Stocker,TAM,26,9,3,,,,,,,,,,,,1,0,
1195,Rod Streater,OAK,26,3,3,,,,,,,,,,,,1,0,
1196,Darrell Stuckey,SDG,27,12,0,,0,0,0,0,2,0,0,1,0,0,14,7,
1197,Andy Studebaker,IND,29,10,1,,,,,,,1,0,1,0,0,7,6,
1198,Nathan Stupar,ATL,26,11,0,,,,,,,,,,,,8,1,
1199,Caleb Sturgis,MIA,25,12,0,,,,,,,,,,,,3,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1200,Xavier Su'a-Filo,HOU,23,11,1,,,,,,,,,,,,0,1,
1201,Ryan Succop,TEN,28,12,0,,,,,,,,,,,,1,0,
1202,Zach Sudfeld,NYJ,25,12,1,,,,,,,,,,,,4,5,
1203,Terrell Suggs,BAL,32,12,12,7.0,,,,,,,,,,,22,19,1
1204,Ndamukong Suh,DET,27,12,12,4.5,0,0,0,0,2,,,,,,26,4,
1205,Vinnie Sunseri,NOR,21,9,0,,,,,,,,,,,,3,2,
1206,Will Sutton,CHI,23,13,5,,0,0,0,0,2,,,,,,14,7,
1207,Will Svitek,TEN,32,1,1,,,,,,,,,,,,1,0,
1208,Travis Swanson,DET,23,12,3,,,,,,,,,,,,1,0,
1209,D.J. Swearinger,HOU,23,12,9,1.0,1,25,0,25,3,3,0,1,0,0,40,18,
1210,J.R. Sweezy,SEA,25,12,12,,,,,,,,,,,,1,0,
1211,Will Ta'ufo'ou,JAX,28,12,3,,,,,,,,,,,,5,1,
1212,Lorenzo Taliaferro,BAL,23,12,0,,,,,,,0,1,0,0,0,3,1,
1213,Aqib Talib,DEN,28,11,11,,2,25,1,22,11,1,0,0,0,0,38,5,
1214,Jacob Tamme,DEN,29,12,0,,,,,,,0,0,1,0,0,4,0,
1215,Keith Tandy,TAM,25,11,0,,,,,,,,,,,,5,0,
1216,Ryan Tannehill,MIA,26,12,12,,,,,,,0,6,3,-2,0,2,0,
1217,Darryl Tapp,DET,30,12,0,0.5,0,0,0,0,2,0,0,1,0,0,9,3,
1218,Jeff Tarpinian,HOU,27,10,0,,,,,,,1,0,0,0,0,6,4,
1219,Brandon Tate,CIN,27,12,3,,,,,,,0,1,0,0,0,1,0,
1220,Golden Tate,DET,26,12,12,,,,,,,0,1,0,0,0,1,0,
1221,Devin Taylor,DET,25,12,0,,,,,,,,,,,,8,4,
1222,Ike Taylor,PIT,34,4,4,,0,0,0,0,2,,,,,,5,4,
1223,Jamar Taylor,MIA,24,11,2,,,,,,,,,,,,28,0,
1224,Phil Taylor,CLE,26,5,4,,0,0,0,0,1,,,,,,6,4,
1225,Ryan Taylor,3TM,27,11,0,,,,,,,,,,,,2,0,
1226,Stepfan Taylor,ARI,23,10,0,,,,,,,,,,,,2,0,
1227,Tyrod Taylor,BAL,25,1,0,,,,,,,,,,,,1,0,
1228,Manti Te'o,SDG,23,6,3,,0,0,0,0,1,,,,,,16,12,
1229,Steven Terrell,SEA,24,4,0,,,,,,,,,,,,0,1,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1230,Adam Thielen,MIN,24,12,2,,,,,,,,,,,,6,3,
1231,Marcus Thigpen,3TM,28,5,0,,,,,,,0,2,1,0,0,,,
1232,Cam Thomas,PIT,28,12,9,0.5,,,,,,,,,,,11,7,
1233,Chase Thomas,SFO,25,3,0,,,,,,,,,,,,2,0,
1234,De'Anthony Thomas,KAN,21,8,3,,,,,,,0,0,1,0,0,,,
1235,Earl Thomas,SEA,25,12,12,,1,47,0,47,6,2,1,0,0,0,48,22,
1236,J.T. Thomas,JAX,26,12,5,,2,10,0,10,4,1,0,1,0,1,32,23,
1237,Joe Thomas,CLE,30,12,12,,,,,,,,,,,,1,0,
1238,Josh Thomas,2TM,25,4,0,,0,0,0,0,2,,,,,,2,0,
1239,Julius Thomas,DEN,26,10,10,,,,,,,0,1,0,0,0,2,0,
1240,Michael Thomas,MIA,25,8,2,,,,,,,,,,,,15,3,
1241,Pierre Thomas,NOR,30,8,3,,,,,,,,,,,,1,0,
1242,Shamarko Thomas,PIT,23,7,0,,,,,,,1,0,0,0,0,1,0,
1243,Brandon Thompson,CIN,25,7,0,,,,,,,,,,,,8,9,
1244,Taylor Thompson,TEN,25,3,1,,,,,,,,,,,,2,0,
1245,Cedric Thornton,PHI,26,12,12,,0,0,0,0,2,0,0,3,40,1,27,8,
1246,Hugh Thornton,IND,23,9,8,,,,,,,0,0,1,0,0,1,0,
1247,Neiko Thorpe,OAK,24,11,0,,0,0,0,0,1,,,,,,3,1,
1248,Walter Thurmond,NYG,27,2,1,,,,,,,,,,,,2,2,
1249,Charles Tillman,CHI,33,2,2,,0,0,0,0,1,,,,,,8,0,
1250,Lawrence Timmons,PIT,28,12,12,2.0,,,,,,,,,,,68,31,
1251,Carson Tinker,JAX,25,12,0,,,,,,,,,,,,2,2,
1252,Zurlon Tipton,IND,24,2,0,,,,,,,,,,,,1,0,
1253,Jordan Todman,JAX,24,12,0,,,,,,,,,,,,4,3,
1254,Levine Toilolo,ATL,23,12,12,,,,,,,0,1,1,0,0,2,0,
1255,Greg Toler,IND,29,11,11,1.0,2,47,1,47,8,1,0,0,0,0,40,4,
1256,Korey Toomer,2TM,26,4,0,,,,,,,,,,,,1,0,
1257,Brynden Trawick,BAL,25,11,0,,,,,,,,,,,,5,2,
1258,Danny Trevathan,DEN,24,2,1,,,,,,,,,,,,6,1,
1259,Jordan Tripp,MIA,23,9,0,,,,,,,,,,,,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1260,Desmond Trufant,ATL,24,12,12,,2,19,0,19,13,0,0,1,15,0,37,7,
1261,Jason Trusnik,MIA,30,12,5,,,,,,,0,0,1,0,0,24,11,
1262,Justin Tuck,OAK,31,11,8,3.0,1,7,0,7,3,1,0,0,0,0,18,13,
1263,Justin Tuggle,HOU,24,12,8,,1,8,0,8,2,0,0,1,0,0,20,17,
1264,Stephon Tuitt,PIT,21,12,0,,,,,,,,,,,,2,4,
1265,Will Tukuafu,SEA,30,5,1,,,,,,,,,,,,0,1,
1266,Stephen Tulloch,DET,29,3,3,2.0,,,,,,,,,,,15,5,
1267,Robert Turbin,SEA,25,12,2,,,,,,,0,1,0,0,0,1,1,
1268,Brian Tyms,NWE,25,7,1,,,,,,,,,,,,1,0,
1269,DeAngelo Tyson,BAL,25,9,4,,,,,,,0,0,2,0,0,5,12,
1270,Osi Umenyiora,ATL,33,12,0,2.5,0,0,0,0,2,,,,,,9,3,
1271,Mitch Unrein,DEN,27,6,0,,,,,,,,,,,,1,0,
1272,Courtney Upshaw,BAL,25,12,11,,0,0,0,0,1,,,,,,21,14,
1273,John Urschel,BAL,23,7,2,,,,,,,,,,,,1,0,
1274,Kenny Vaccaro,NOR,23,12,12,1.0,2,45,0,45,4,,,,,,46,16,
1275,Kyle Van Noy,DET,23,4,0,,,,,,,,,,,,4,0,
1276,Cassius Vaughn,DET,27,9,3,,2,70,0,45,4,,,,,,10,1,
1277,Fernando Velasco,CAR,29,10,7,,,,,,,,,,,,1,0,
1278,Joe Vellano,NWE,26,5,1,1.0,,,,,,,,,,,3,3,
1279,Raymond Ventrone,SFO,28,7,0,,,,,,,,,,,,2,1,
1280,Ross Ventrone,PIT,28,5,0,,,,,,,,,,,,3,2,
1281,Brock Vereen,CHI,22,13,2,,,,,,,,,,,,20,5,
1282,Alterraun Verner,TAM,26,10,10,,2,26,0,26,7,1,0,0,0,0,44,11,
1283,Olivier Vernon,MIA,24,12,12,5.5,,,,,,2,0,0,0,0,28,13,
1284,Jason Verrett,SDG,23,6,4,,1,0,0,0,4,,,,,,18,1,
1285,Michael Vick,NYJ,34,9,3,,,,,,,0,5,2,-5,0,1,0,
1286,Kevin Vickerson,KAN,31,11,0,,0,0,0,0,1,,,,,,6,2,
1287,Bobby Wagner,SEA,24,7,7,1.0,0,0,0,0,2,,,,,,38,30,
1288,Cameron Wake,MIA,32,12,12,9.5,0,0,0,0,1,3,0,1,0,0,24,4,
1289,Erik Walden,IND,29,11,10,5.0,,,,,,1,0,0,0,0,21,9,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1290,Casey Walker,2TM,25,5,1,1.0,,,,,,,,,,,7,3,
1291,Delanie Walker,TEN,30,11,10,,,,,,,0,1,2,0,0,1,0,
1292,Reggie Walker,SDG,28,7,0,0.5,,,,,,,,,,,7,5,
1293,Tyrunn Walker,NOR,24,12,0,2.0,,,,,,1,0,0,0,0,9,2,
1294,Vance Walker,KAN,27,12,0,1.5,,,,,,,,,,,7,1,
1295,Mike Wallace,MIA,28,12,12,,,,,,,0,2,0,0,0,1,0,
1296,Darrin Walls,NYJ,26,10,9,,1,25,0,25,9,,,,,,32,0,
1297,J.D. Walton,NYG,27,12,12,,,,,,,0,0,1,0,0,,,
1298,Jimmie Ward,SFO,23,8,0,,0,0,0,0,2,,,,,,19,1,
1299,T.J. Ward,DEN,28,12,12,2.0,2,55,0,37,5,,,,,,44,10,
1300,DeMarcus Ware,DEN,32,12,11,10.0,1,3,0,3,1,2,0,0,0,0,28,6,
1301,Larry Warford,DET,23,9,9,,,,,,,,,,,,1,0,
1302,Chance Warmack,TEN,23,12,12,,,,,,,,,,,,1,0,
1303,Greg Warren,PIT,33,12,0,,,,,,,,,,,,1,1,
1304,Pierre Warren,2TM,22,2,2,,,,,,,1,0,1,0,0,9,5,
1305,Cornelius Washington,CHI,25,10,0,1.0,,,,,,,,,,,5,1,
1306,Leon Washington,TEN,32,12,0,,,,,,,0,2,0,0,0,1,0,
1307,Nate Washington,TEN,31,12,7,,,,,,,,,,,,0,1,
1308,Earl Watford,ARI,24,6,0,,,,,,,0,0,1,0,0,,,
1309,Jaylen Watkins,PHI,22,3,0,,,,,,,,,,,,1,0,
1310,Sammy Watkins,BUF,21,12,12,,,,,,,,,,,,1,0,
1311,Ben Watson,NOR,34,12,4,,,,,,,,,,,,2,0,
1312,Dekoda Watson,2TM,26,10,1,,,,,,,,,,,,9,5,
1313,Menelik Watson,OAK,26,12,9,,,,,,,0,0,1,0,0,0,1,
1314,Chris Watt,SDG,24,9,2,,,,,,,,,,,,1,0,
1315,J.J. Watt,HOU,25,12,12,11.5,1,80,1,80,8,3,0,5,59,1,37,17,
1316,Trey Watts,STL,23,10,0,,,,,,,,,,,,3,1,
1317,Tress Way,WAS,24,12,0,,,,,,,,,,,,2,0,
1318,Reggie Wayne,IND,36,11,11,,,,,,,0,0,1,0,0,2,0,
1319,Steve Weatherford,NYG,32,12,0,,,,,,,,,,,,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1320,B.W. Webb,PIT,24,8,0,,,,,,,,,,,,2,0,
1321,Lardarius Webb,BAL,29,9,7,,0,0,0,0,6,,,,,,29,8,
1322,Kayvon Webster,DEN,23,10,0,,,,,,,,,,,,20,1,
1323,Eric Weddle,SDG,29,12,12,,1,17,0,17,8,1,0,0,0,0,64,19,
1324,Jon Weeks,HOU,28,12,0,,,,,,,,,,,,2,0,
1325,Eric Weems,ATL,29,12,0,,,,,,,1,0,2,0,0,9,2,
1326,Wes Welker,DEN,33,10,7,,,,,,,0,0,2,0,0,1,0,
1327,Scott Wells,STL,33,12,12,,,,,,,0,2,1,-17,0,,,
1328,Bjoern Werner,IND,24,12,12,4.0,0,0,0,0,1,1,0,0,0,0,27,10,
1329,Charcandrick West,KAN,23,3,0,,,,,,,,,,,,1,0,
1330,Terrance West,CLE,23,11,3,,,,,,,0,2,0,0,0,1,0,
1331,Ethan Westbrooks,STL,24,6,0,,,,,,,,,,,,2,3,
1332,Griff Whalen,IND,24,10,0,,,,,,,0,2,1,0,0,1,1,
1333,Markus Wheaton,PIT,23,12,10,,,,,,,,,,,,2,0,
1334,Philip Wheeler,MIA,30,11,3,,,,,,,,,,,,23,5,
1335,Chris White,NWE,25,11,0,,,,,,,,,,,,4,3,
1336,Corey White,NOR,24,12,9,1.0,2,2,0,2,6,1,0,1,0,0,48,3,
1337,James White,NWE,23,2,0,,,,,,,0,0,1,0,0,,,
1338,Melvin White,CAR,24,11,7,,1,23,0,23,6,,,,,,27,4,
1339,Roddy White,ATL,33,10,10,,,,,,,0,1,1,0,0,1,0,
1340,Tahir Whitehead,DET,24,12,11,,2,2,0,2,4,,,,,,47,18,
1341,Charlie Whitehurst,TEN,32,4,3,,,,,,,0,2,1,0,0,,,
1342,Donte Whitner,CLE,29,12,12,,1,54,0,54,3,1,0,0,0,0,53,25,
1343,Kyle Wilber,DAL,25,13,1,0.5,0,0,0,0,2,,,,,,12,8,
1344,J.J. Wilcox,DAL,23,13,13,,1,0,0,0,3,0,1,1,11,0,52,11,
1345,Vince Wilfork,NWE,33,12,12,,1,1,0,1,1,,,,,,15,16,
1346,Michael Wilhoite,SFO,28,12,12,,1,1,0,1,5,1,0,0,0,0,45,15,
1347,Muhammad Wilkerson,NYJ,25,11,11,4.5,0,0,0,0,3,1,0,0,0,0,29,20,
1348,Aaron Williams,BUF,24,11,10,,1,26,0,26,4,0,1,0,0,0,36,17,
1349,Andre Williams,NYG,22,12,4,,,,,,,0,1,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1350,Brandon Williams,BAL,25,12,10,0.5,,,,,,1,0,1,0,0,20,15,
1351,Brandon Williams,CAR,27,10,0,,,,,,,,,,,,2,0,
1352,Cary Williams,PHI,30,12,12,,2,-1,0,0,6,,,,,,43,4,
1353,D.J. Williams,CHI,32,12,10,,,,,,,,,,,,29,16,
1354,Damien Williams,MIA,,11,11,,,,,,,1,0,0,0,0,4,0,
1355,Dan Williams,ARI,27,12,6,1.0,,,,,,,,,,,16,9,
1356,Duke Williams,BUF,24,12,3,,1,34,0,34,3,0,0,2,3,0,31,12,
1357,Ian Williams,SFO,25,9,9,1.0,0,0,0,0,1,,,,,,18,4,
1358,Jacquian Williams,NYG,26,9,9,,0,0,0,0,3,,,,,,55,23,
1359,Jason Williams,CAR,28,11,0,,,,,,,,,,,,2,2,
1360,K'Waun Williams,CLE,23,11,3,1.0,0,0,0,0,6,,,,,,26,7,
1361,Kevin Williams,SEA,34,12,4,1.0,0,0,0,0,2,,,,,,12,9,
1362,Kyle Williams,BUF,31,11,11,5.0,1,2,0,2,3,,,,,,24,9,
1363,Marcus Williams,2TM,23,4,4,,0,0,0,0,3,,,,,,14,4,
1364,Mario Williams,BUF,29,12,12,12.0,0,0,0,0,1,1,0,0,0,0,27,4,
1365,Shawn Williams,CIN,23,12,0,,,,,,,0,0,1,0,0,4,2,
1366,Steve Williams,SDG,23,9,0,,,,,,,,,,,,5,0,
1367,Sylvester Williams,DEN,26,12,11,,0,0,0,0,1,,,,,,13,4,
1368,Teddy Williams,3TM,26,7,0,,,,,,,,,,,,2,0,
1369,Terrance Williams,DAL,25,13,13,,,,,,,,,,,,3,0,
1370,Tourek Williams,SDG,23,11,0,,,,,,,,,,,,14,3,
1371,Tramon Williams,GNB,31,12,12,,2,2,0,2,10,0,0,1,0,0,47,9,
1372,Vince Williams,PIT,25,12,3,,,,,,,,,,,,16,9,
1373,Avery Williamson,TEN,22,12,8,3.0,0,0,0,0,4,0,0,2,43,0,41,20,
1374,Patrick Willis,SFO,29,6,6,,1,0,0,0,3,,,,,,29,5,
1375,Luke Willson,SEA,24,11,6,,,,,,,0,0,1,0,0,2,0,
1376,Albert Wilson,KAN,22,8,0,,,,,,,1,0,0,0,0,3,0,
1377,C.J. Wilson,OAK,27,12,4,2.0,,,,,,,,,,,15,6,
1378,George Wilson,TEN,33,12,6,,1,0,0,0,4,,,,,,35,11,
1379,Jimmy Wilson,MIA,28,10,9,,1,31,0,31,1,,,,,,29,8,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1380,Josh Wilson,ATL,29,12,4,,1,15,0,15,7,,,,,,21,2,
1381,Kyle Wilson,NYJ,27,12,0,1.0,0,0,0,0,1,,,,,,23,2,
1382,Russell Wilson,SEA,26,12,12,,,,,,,0,9,5,-3,0,1,0,
1383,Tavon Wilson,NWE,24,12,0,,0,0,0,0,2,,,,,,11,1,
1384,Kamerion Wimbley,TEN,31,11,10,2.0,0,0,0,0,1,,,,,,15,15,
1385,Brad Wing,PIT,23,12,0,,,,,,,0,1,1,-15,0,1,0,
1386,Billy Winn,CLE,25,9,4,,0,0,0,0,1,,,,,,11,10,
1387,George Winn,DET,24,8,0,,,,,,,,,,,,2,0,
1388,Stefen Wisniewski,OAK,25,12,12,,,,,,,0,1,2,-17,0,2,0,
1389,Jason Witten,DAL,32,13,13,,,,,,,,,,,,3,0,
1390,Derek Wolfe,DEN,24,12,12,1.5,0,0,0,0,1,,,,,,22,9,
1391,Earl Wolff,PHI,25,7,1,,0,0,0,0,1,,,,,,6,1,
1392,Eric Wood,BUF,28,12,12,,,,,,,0,1,0,-10,0,1,0,
1393,Danny Woodhead,SDG,29,3,0,,,,,,,,,,,,1,0,
1394,LaMarr Woodley,OAK,30,6,5,,,,,,,,,,,,3,2,
1395,Al Woods,TEN,27,12,1,,,,,,,,,,,,11,11,
1396,Robert Woods,BUF,22,12,12,,,,,,,0,1,0,0,0,2,1,
1397,Charles Woodson,OAK,38,12,12,1.0,2,32,0,30,6,0,0,1,0,0,62,24,
1398,Wesley Woodyard,TEN,28,12,12,1.5,2,20,0,13,3,,,,,,42,31,
1399,Corey Wootton,MIN,27,11,0,,0,0,0,0,1,,,,,,7,4,
1400,Jason Worilds,PIT,26,12,12,4.5,1,30,0,30,2,1,0,1,0,0,28,16,
1401,Paul Worrilow,ATL,24,12,11,2.0,,,,,,2,0,0,0,0,67,44,
1402,Blidi Wreh-Wilson,TEN,25,10,10,,1,34,0,34,10,,,,,,48,8,
1403,James Wright,CIN,23,11,0,,,,,,,1,0,0,0,0,6,0,
1404,Jarius Wright,MIN,25,12,4,,,,,,,,,,,,1,0,
1405,K.J. Wright,SEA,25,12,12,1.0,0,0,0,0,3,2,0,1,0,0,58,30,
1406,Kendall Wright,TEN,25,12,10,,,,,,,0,1,0,0,0,2,1,
1407,Major Wright,TAM,26,11,7,,0,0,0,0,1,,,,,,34,13,
1408,Shareece Wright,SDG,27,10,10,,0,0,0,0,8,,,,,,47,6,
1409,Jarius Wynn,BUF,28,9,0,1.0,0,0,0,0,2,0,0,1,0,0,8,6,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1410,Kerry Wynn,NYG,23,1,0,0.5,,,,,,,,,,,2,1,
1411,Darrel Young,WAS,27,12,8,,,,,,,0,0,2,0,0,2,0,
1412,Usama Young,OAK,29,6,3,1.0,0,0,0,0,2,,,,,,21,2,
1413,Willie Young,CHI,29,13,6,8.5,0,0,0,0,2,1,0,0,0,0,26,12,
1414,Christian Yount,CLE,26,12,0,,,,,,,0,1,0,0,0,1,2,
1415,Frank Zombo,KAN,27,12,0,,,,,,,0,0,1,0,0,6,0,
1416,Greg Zuerlein,STL,27,12,0,,,,,,,,,,,,1,0,
